"protein_group","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_A_vs_B","differential_abundance_qvalue_A_vs_B","log_ratios_A_vs_B"
"Q8NC51",-18.8916150146,-18.5128749303,-18.9891612316,-19.4407215076,-18.4269997496,-18.2663859117,39,35,38,33,39,43,0.802909060736807,0.928900845503459,-0.0865146691999996
"Q8NCA5",-22.1496695338,-21.8036801413,-21.4731829045,-22.2761249477,-22.1281108183,-22.196652817,3,3,7,3,3,4,0.292176568204447,0.724255319148936,0.391452001133334
"Q8NCE2",NA,NA,NA,NA,NA,-23.2937230989,1,NA,NA,NA,NA,2,NA,NA,NA
"Q8NCF5",NA,NA,-22.8787866961,-22.8853162352,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"Q8NCG7",NA,NA,NA,-24.2938062909,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"Q8NCW5",-22.3210943518,NA,-21.579244268,NA,NA,-20.9792022853,2,2,4,6,5,6,NA,NA,NA
"Q8ND04",NA,NA,NA,-23.6221726322,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"Q8ND24",-21.929100975,NA,-23.555124927,-22.6610587873,-22.5192019373,NA,3,NA,1,3,2,NA,0.728399933620976,0.928516228748068,-0.151982588700001
"Q8ND56",-20.6824171451,-21.0564528809,-21.2694747101,-21.6667897061,-21.1473061681,-21.2366298742,6,3,4,4,4,3,0.348418851642881,0.76860119047619,0.347460337433333
"Q8NE71",-20.7983525035,-21.1838278425,-20.4518150812,-20.7752985795,-21.1764906313,-20.8797568645,17,17,21,19,20,21,0.695480750082974,0.915536105032823,0.132516882699999
"Q8NE86",NA,NA,NA,-21.8022849032,NA,NA,NA,1,1,2,NA,2,NA,NA,NA
"Q8NEJ9",-22.1999033241,-22.1016815962,-21.1064940156,-20.6717546227,NA,-21.2081712148,3,4,4,5,6,6,0.0748567872552273,0.442437923250564,-0.862730059883333
"Q8NEZ5",-23.3149152078,NA,NA,-22.8888997578,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA
"Q8NF50",NA,NA,-25.1936619513,NA,-23.9364010495,-24.3749979429,5,9,7,9,11,14,NA,NA,NA
"Q8NFF5",NA,NA,NA,-22.7290478557,NA,NA,NA,2,2,2,NA,2,NA,NA,NA
"Q8NFH3",-21.9965515275,-21.2011101024,-21.3928114935,-20.8647751515,-22.0447966895,-19.7747305178,4,5,6,8,7,8,0.196495519415865,0.636781609195402,-0.635390254866667
"Q8NFH4",-20.8924203957,-20.9610715265,-19.7829806916,-20.5290590208,-20.4515230647,-20.598746921,4,5,11,5,8,7,0.934979422502489,0.962277091906722,-0.0190478690999996
"Q8NFH5",-20.5605724855,-20.708339598,-20.4581113105,-20.6178788029,-20.3564563298,-20.1165553294,3,3,5,4,5,6,0.532774145370063,0.856835306781485,-0.212044310633331
"Q8NFW8",-22.4163824224,-21.5760519429,-21.8459997547,-21.6976790713,-22.450618561,-21.7718296277,2,5,4,5,6,9,0.917870229007634,0.957336108220604,0.0272310466666639
"Q8NG31",NA,NA,-26.063670304,NA,NA,-26.0256127027,2,2,1,3,4,2,NA,NA,NA
"Q8NHP8",NA,NA,-23.5755842774,NA,NA,NA,2,3,4,4,1,1,NA,NA,NA
"Q8NHQ9",NA,NA,NA,-23.6275804132,-22.5259851649,NA,NA,NA,1,1,2,NA,NA,NA,NA
"Q8NI22",-20.9905555095,-20.0358753393,-20.1922993796,-20.9056265012,-20.9008863128,-21.2053265951,1,2,2,1,1,1,0.151710255559243,0.561549100968188,0.597703060233336
"Q8NI27",-24.0874143061,-22.8472438178,-21.9566452059,-21.9822640015,-23.5013865433,-22.6039342615,11,20,22,18,22,20,0.553792897444408,0.860561914672216,-0.267906174500002
"Q8NI36",-21.7079342634,-22.9846060392,-21.8528831198,-21.5451763773,-21.2237935948,-21.8865515976,14,15,14,13,17,15,0.157347494191835,0.566621803499327,-0.629967284233331
"Q8TAC1",-21.2879342718,-21.1280392771,-21.2981211929,NA,-21.1848081356,-20.7630849261,2,2,2,NA,1,2,0.446649352804514,0.808277541083384,-0.264085049750001
"Q8TAE8",NA,NA,NA,-22.1790523548,NA,NA,NA,NA,2,3,1,2,NA,NA,NA
"Q8TAF3",-23.5086167036,NA,-22.7510786148,-22.6459730592,-22.6903976568,-22.7287622059,3,3,4,2,4,6,0.261493196150017,0.714036617262424,-0.441470018566669
"Q8TAG9",-24.4080842305,-23.8833008749,-23.996567635,-24.3658146909,NA,-24.2061669896,3,2,2,5,1,2,0.580669266511782,0.867326732673267,0.190006593450001
"Q8TAQ2",-23.2305386535,-22.720620087,-22.4207370787,-21.5621446328,-21.9655800586,-23.0805176667,9,9,10,11,20,11,0.194129439097245,0.631455399061033,-0.587884487033335
"Q8TAT6",-21.6953850965,-21.702626283,-22.4447981988,-22.004708583,-22.1109253865,-21.2889646886,4,5,5,6,3,12,0.685774145370063,0.913254073095553,-0.146070306733336
"Q8TB52",-23.8569028817,-23.7087378287,-22.7213325337,-23.496712847,NA,-22.6413468266,4,3,3,4,1,4,0.400585628941255,0.796742671009772,-0.359961244566669
"Q8TBC4",NA,NA,-22.8828952407,-22.8149450976,-22.8389862228,-21.9541848973,4,1,3,3,4,5,NA,NA,NA
"Q8TBN0",NA,-22.7895472406,-22.7878388388,-21.8107279892,-21.4661302933,-21.5748910329,1,2,1,2,4,2,0.0108783604381016,0.171428571428571,-1.1714432679
"Q8TBX8",-21.7453284363,-21.5728818793,NA,-22.5774105521,-21.804090047,-21.3962774595,2,3,4,3,4,4,0.502075008297378,0.835022522522523,0.266820861733333
"Q8TC07",NA,-24.1019994999,-23.1254091877,NA,-22.893199659,-23.0747667646,NA,2,6,1,2,6,0.166076003982741,0.579821200510856,-0.629721132
"Q8TCC3",NA,NA,-20.7292612656,NA,NA,-21.3961271459,1,2,3,NA,NA,1,NA,NA,NA
"Q8TCD5",-20.9169926402,-21.1343890526,NA,-20.074637047,-21.0761476381,NA,2,2,2,2,3,4,0.29970942582144,0.73215785054576,-0.45029850385
"Q8TCS8",-22.5117506345,-21.096396632,-22.28342368,-21.7806292329,-21.0723004056,-21.7700102482,11,15,13,11,18,13,0.322518918021905,0.752198241406875,-0.422877019933335
"Q8TDN6",-19.5945837201,-21.6006301651,-21.2589862142,-20.0024381303,-20.3363896041,-20.2591063921,15,13,14,16,18,17,0.194867739794225,0.631887456037515,-0.6187553243
"Q8TDP1",NA,-21.5329543957,-21.7917395899,-21.8940520747,-21.7861676485,NA,NA,2,2,4,1,1,0.588079322933953,0.867326732673267,0.177762868799999
"Q8TEA8",NA,-20.6303951206,NA,NA,NA,-21.6797910812,1,2,1,2,2,2,NA,NA,NA
"Q8TED0",-20.8617515256,-22.3449893073,-21.0936531583,-21.3741137674,-21.1860248166,-21.0351621436,12,8,14,14,11,11,0.554031198141387,0.860561914672216,-0.235031087866666
"Q8TEQ6",-21.564096527,-21.1157847041,-21.6372492494,-20.9792492032,-22.1598757461,-21.2677261271,23,24,27,24,23,27,0.914022734815798,0.957336108220604,0.0299068652999992
"Q8TEX9",-21.5004802686,-21.5128954355,-21.2573132712,-21.0682585281,-20.8294289308,-21.2827841951,14,13,19,17,18,13,0.310821772319947,0.742647058823529,-0.363405773766665
"Q8TF05",-24.3019147379,-22.6039917454,-23.8572447549,-22.3471537919,-23.8983561085,-23.8496816612,6,10,7,9,5,6,0.608019581812147,0.884093113482056,-0.222653225533335
"Q8WTS1",NA,-22.8869962267,-22.9388704991,-23.0075409737,NA,NA,1,2,2,2,1,2,NA,NA,NA
"Q8WTT2",-23.8535853309,NA,-23.7664917743,-23.7924539609,-24.1560807146,-23.7911056587,3,1,4,4,2,3,0.742996681048789,0.928516228748068,0.103174892133335
"Q8WU76",-22.7923875292,-22.1731276984,-22.7079776756,-22.5966607076,NA,-22.2273879561,5,6,7,6,4,7,0.675806505144374,0.913254073095553,-0.145806635883332
"Q8WU79",NA,-21.6751886677,-21.7693031812,-20.9412969875,-22.6138935211,-21.2612834804,7,6,4,6,5,6,0.768566047129107,0.928516228748068,-0.116754594783334
"Q8WU90",-22.2665871496,-20.5191236163,-20.3728078537,-22.8266464192,-20.8128496589,-20.4507021899,7,8,12,11,12,12,0.529237305011616,0.854899837574445,0.3105598828
"Q8WUA2",-22.7686884836,-21.3216867331,-21.7518362339,-21.3941033609,-21.6037211982,-21.436475618,6,7,4,8,4,7,0.268494025887819,0.714036617262424,-0.469303757833334
"Q8WUA4",-24.2378246754,NA,NA,NA,NA,NA,2,NA,NA,1,NA,2,NA,NA,NA
"Q8WUB8",-21.8816550208,-22.7969436752,NA,NA,NA,NA,2,3,1,3,3,1,NA,NA,NA
"Q8WUD4",-21.0987151434,-21.005537541,-20.9087247523,-21.4962006317,-20.7692563852,-20.9845869602,2,3,2,4,1,4,0.8028720544308,0.928900845503459,0.0790221801333324
"Q8WUE5",-22.2630906932,NA,NA,NA,-20.5958096453,-22.1445221722,1,NA,1,1,2,5,NA,NA,NA
"Q8WUH1",NA,NA,NA,-20.7173447029,NA,NA,1,2,1,1,1,2,NA,NA,NA
"Q8WUH6",-20.4482991201,-20.324384282,-20.5257820076,-19.3469757888,-20.3085553362,-20.4935660952,4,5,5,6,6,1,0.335882841022237,0.762567672080433,-0.383122729833335
"Q8WUI4",NA,-23.8939271674,NA,NA,-23.7999883249,NA,3,3,2,2,2,3,NA,NA,NA
"Q8WUM0",-21.9407061757,-22.3031975819,-23.2066971237,-21.5776851994,-21.8692652872,-21.609753117,13,11,10,13,15,13,0.0803533023564554,0.454157782515991,-0.797965759233335
"Q8WUM4",-19.4275331752,-19.7645110247,-20.260605725,-19.5268798613,-19.324420258,-19.6025889447,28,33,32,38,35,38,0.370511284434119,0.789623312011372,-0.332920286966669
"Q8WUW1",NA,-19.3484839285,-20.4416272607,-19.203423206,NA,-20.2393116354,1,2,1,3,3,2,0.68827912379688,0.913254073095553,-0.1736881739
"Q8WVD3",NA,NA,NA,-22.2579816063,NA,NA,1,1,NA,4,3,2,NA,NA,NA
"Q8WVJ2",-19.4296750399,-20.2561249444,-20.274530648,-20.6952732642,-20.1410162127,-20.4701424332,4,4,3,3,4,3,0.263087620311981,0.714036617262424,0.448700425933335
"Q8WVM0",-22.453938756,-22.4072784348,-22.6436524989,-22.2295638764,-22.6771151172,-22.5302180152,1,2,1,2,2,2,0.922033687354796,0.957712305025997,-0.0226575602999972
"Q8WVM8",-20.6100532938,-20.7280034464,-20.9958400079,-20.4370543983,-20.0878223565,-21.2581466541,11,11,13,14,10,9,0.616935612346499,0.890856869315462,-0.1836244464
"Q8WVT3",NA,NA,-23.9191563127,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA
"Q8WVV9",-19.8652865777,-19.7512750616,-20.3590324604,-19.8294569973,-19.9649929155,-20.0223904494,13,15,16,14,19,16,0.85628211085297,0.944444444444444,-0.0529179125000034
"Q8WVY7",NA,NA,-21.7294312049,-21.3097086162,-22.9681450245,-22.679055512,4,4,4,4,4,5,NA,NA,NA
"Q8WW01",-21.1907570275,-20.5077907002,-21.2584035295,-21.5771504007,-21.0365623837,-21.3426470485,3,2,3,2,1,3,0.377106870229008,0.792786421499293,0.333136191900003
"Q8WW12",-20.0561982917,-18.7635060504,-19.4535776329,-19.4140290633,-19.4605964489,-18.9341235639,7,8,9,6,5,8,0.67666578161301,0.913254073095553,-0.154844299633336
"Q8WW33",-19.6757196831,-19.7834934579,-20.2254959349,-19.508369059,-19.7403702384,-20.0793001688,11,12,7,12,11,8,0.721397610355128,0.927326816829579,-0.118889869899999
"Q8WW59",NA,NA,-21.8378631285,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA
"Q8WWM7",-20.9824771237,-21.6002441243,-21.4909935463,-21.4327429146,-21.5205046744,-21.5442701536,22,19,19,20,15,20,0.670035180882841,0.911711711711712,0.141267649433331
"Q8WWV3",NA,NA,NA,-22.6485860364,NA,NA,1,2,1,1,NA,NA,NA,NA,NA
"Q8WWY3",-22.9559377708,-22.6965427881,-22.7188589925,-22.7251513719,-22.4897316932,NA,4,4,3,6,4,7,0.578896282774643,0.867326732673267,-0.183004984583334
"Q8WX92",-22.5683790045,-22.3019622025,-23.3766776938,-22.2660554,-21.7657970686,-21.9472515599,4,5,5,2,6,5,0.0893023564553601,0.478,-0.755971624100003
"Q8WXA9",-21.8430417769,-21.7475550696,-22.0133313787,-21.7634025719,-21.22462594,-22.3480759266,2,4,4,2,4,3,0.791817291735812,0.928516228748068,-0.0892745955666676
"Q8WXE9",-24.2303949768,NA,NA,-24.1048333891,NA,NA,4,3,2,2,2,3,NA,NA,NA
"Q8WXF1",-21.4594095218,-23.124950679,-21.0137411033,-21.8445103198,-21.4984681574,-20.6795137978,6,4,5,5,8,7,0.276958181214736,0.714036617262424,-0.5252030097
"Q8WXI9",NA,-22.3257788718,-23.2294446847,-23.807757837,NA,-23.2865612199,3,8,4,4,4,5,0.105759210089612,0.504378283712785,0.769547750200005
"Q8WXX5",-19.1148321637,-19.8407529555,-20.3790940311,-19.4726444949,-19.4517167136,-19.9644547107,12,10,7,12,9,6,0.687076169930302,0.913254073095553,-0.148621077033336
"Q8WYA6",NA,-22.739537455,-22.0013616667,-22.5959381815,-23.1706326657,-21.836416788,4,7,6,8,7,10,0.681892797875871,0.913254073095553,0.163879650883334
"Q8WYP5",NA,NA,-25.2255576795,-24.5754855882,NA,NA,2,1,3,2,1,2,NA,NA,NA
"Q8WYQ5",NA,NA,NA,NA,-23.5630429848,-23.602836988,2,3,3,1,2,4,NA,NA,NA
"Q8WZ42",NA,NA,-32.2960392288,NA,NA,NA,4,3,2,3,6,2,NA,NA,NA
"Q8WZA0",NA,-21.5628963568,-21.3736072327,-21.3472746536,-21.1378980719,-21.2607896656,NA,4,3,2,4,2,0.506034019249917,0.841987716359576,-0.219597664383333
"Q8WZA9",NA,-22.9434736657,NA,NA,NA,NA,4,3,2,3,2,3,NA,NA,NA
"Q92499",-20.2221902765,-19.3445285645,-19.2586154493,-19.456384623,-19.0665771953,-19.1112438897,25,34,37,35,36,38,0.313934616661135,0.75020341741253,-0.397042860766668
"Q92522",-22.0185085529,-22.1043058866,-22.5092117624,-21.3187150784,-22.1740049664,-22.4756584551,3,3,2,4,3,3,0.558408065051444,0.862603305785124,-0.221215900666664
"Q92530",-21.4544720367,NA,-20.8994503357,-21.6322364524,NA,NA,4,2,3,3,5,2,NA,NA,NA
"Q92538",NA,-24.8262912817,NA,NA,NA,NA,0,7,11,11,3,12,NA,NA,NA
"Q92541",-23.0871859391,-22.0952145546,-22.566834293,-23.6299559889,-22.0237706808,-22.4963547931,5,3,6,6,5,3,0.731657982077663,0.928516228748068,0.133615558700001
"Q92544",NA,-24.0597138383,NA,NA,NA,-23.7824711523,1,2,NA,1,NA,2,NA,NA,NA
"Q92547",NA,NA,-25.1220550701,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Q92552",-21.4454319658,-21.4924930317,-22.8981574391,-23.0711587716,-22.5787640272,-22.8814436744,4,5,5,4,7,5,0.0647437769664786,0.412621359223301,0.8984280122
"Q92572",-21.770934813,NA,-21.8601316771,-22.2779324922,-21.6678268006,-21.8591601188,3,NA,1,2,1,1,0.719807666777298,0.927234042553192,0.119439892150002
"Q92598",-19.6188173938,-19.3228824888,-19.4071591103,-19.2104688967,-19.3188569731,-19.1648373007,32,37,33,39,32,42,0.507136242947229,0.841987716359576,-0.218231940800003
"Q92599",-20.0499496354,-20.0555363969,-21.1618348695,-20.4260048387,-20.2119195716,-21.2203770729,15,10,11,15,14,15,0.612855957517424,0.888138862102218,0.19699352713333
"Q92600",-21.6171389381,-21.2746651961,-21.0198902162,NA,-20.9541246627,-21.0597966337,2,3,5,2,4,6,0.41150298705609,0.796742671009772,-0.296937468599999
"Q92609",NA,NA,NA,NA,NA,-23.1190666486,2,2,5,1,1,3,NA,NA,NA
"Q92614",-25.3544124346,-25.2099523686,-25.1465749675,-25.8330509578,-25.3538841367,-24.0475837702,6,5,7,10,5,8,0.68680517756389,0.913254073095553,-0.158806968666667
"Q92615",-22.5624313686,-21.5396976587,-22.5024009152,-22.3844347534,-22.3208601887,-21.973051332,6,6,6,9,9,11,0.923608695652174,0.958131487889273,0.024605443866669
"Q92616",-20.8418062133,-20.9593173286,-20.457644548,-20.5151602761,-20.9844314975,-20.7452527662,57,59,70,62,70,73,0.965052605376701,0.969879518072289,-0.0046411833666653
"Q92620",-23.5324044199,-23.113133956,-22.9613017459,-23.5856934668,-22.4007315154,-22.6345404288,9,7,12,9,10,7,0.407207102555592,0.796742671009772,-0.328624903599998
"Q92621",-21.9860882915,-21.7054884771,-23.560302634,-21.8852480406,-21.8014775664,-22.4258676201,22,28,31,34,31,34,0.387795718552937,0.795595320027529,-0.379762058500003
"Q92625",NA,-24.8913956791,-24.6713996613,NA,NA,NA,1,2,1,NA,1,1,NA,NA,NA
"Q92665",-21.8803785857,-20.8358817503,-22.8359334391,-23.0512347854,-21.5023948077,-21.6511289666,5,5,3,4,5,4,0.621441420511119,0.893027698185291,0.217521594866664
"Q92667",-24.6423607273,NA,NA,NA,-23.890516249,NA,2,1,1,2,4,1,NA,NA,NA
"Q92688",-19.7861900766,-19.3691486481,-19.1784750937,-20.34463798,-19.3686083817,-19.4754362687,27,29,27,29,28,29,0.456060570859608,0.811400848999394,0.284956270666665
"Q92696",-23.3430949019,-23.4088621672,NA,NA,NA,-23.5417613211,2,3,3,3,1,3,NA,NA,NA
"Q92733",NA,NA,-22.9108309077,NA,NA,-22.8213552383,1,1,3,1,1,2,NA,NA,NA
"Q92734",-20.926912664,-21.7745418834,-20.8788932082,-21.8309994271,-21.9041940132,-21.0340946147,4,2,3,5,3,3,0.33092150680385,0.759375,0.396313433133333
"Q92769",-20.2306103199,-20.9243045943,-20.8151894439,-20.5510615791,-20.6911055082,-21.0789541013,13,14,12,13,14,15,0.729455526053767,0.928516228748068,0.117005610166668
"Q92783",-22.0088132281,-22.9844612134,-23.0706974169,-22.433179433,-22.9119045125,-21.4163840395,4,4,4,5,4,6,0.323439263192831,0.753554502369668,-0.4341679578
"Q92785",-22.3297130361,-22.4193372912,-22.5877547421,NA,-21.5116949038,NA,5,5,3,4,4,1,NA,NA,NA
"Q92797",-22.5485373494,-23.451560946,-24.3251112422,-22.219356699,NA,-23.3294694658,9,11,7,10,10,13,0.191198473282443,0.631455399061033,-0.667323430133333
"Q92804",-22.9424322938,-21.9104784259,-22.0264966988,-21.9478791749,-22.8022808746,-22.2506410915,3,2,2,4,3,2,0.89336060404912,0.955239786856128,0.0404645741666663
"Q92820",NA,-22.3262075071,-22.7020085905,NA,NA,NA,2,1,3,2,2,2,NA,NA,NA
"Q92841",-20.3696306097,-21.0347219629,-20.4138023587,-19.7622428044,-19.520134108,-19.5464114936,46,31,51,58,57,56,0.0284460670428145,0.269387755102041,-0.996455508433332
"Q92878",-22.4436279871,-24.1149369782,-22.4641606499,-23.1463811792,-21.6262460652,-21.284135107,19,19,20,14,27,26,0.0746594756057086,0.441176470588235,-0.988654421266666
"Q92879",-20.8781941755,-21.3920822587,-21.4343890969,-20.7707667118,-21.4828640116,-21.9249236072,7,6,8,10,8,10,0.666806007301693,0.911711711711712,0.157962933166669
"Q92888",-21.4173948104,-22.380849705,-21.6788386898,-20.5189786837,-21.2525308341,-20.7579254284,18,20,22,23,22,21,0.038531695984069,0.338983050847458,-0.982549419666668
"Q92890",-20.1645559075,-22.0814606637,-22.2329805964,-22.1883651015,-20.1525537152,-21.3966739513,6,6,7,6,9,9,0.597449054098905,0.877330716388616,-0.247134799866664
"Q92896",NA,NA,NA,-24.5021682849,-24.4736757096,NA,2,1,1,1,2,1,NA,NA,NA
"Q92900",-20.2963864614,-20.6256329191,-20.1631783012,-19.9959907161,-20.2160479008,-20.3014620979,30,27,36,34,36,38,0.569423830069698,0.867326732673267,-0.190565655633332
"Q92905",NA,NA,-22.6665730677,-21.3141544631,NA,NA,2,5,7,7,6,6,NA,NA,NA
"Q92917",-21.7825340056,-22.0394289155,-21.2577475677,-21.4025723488,-20.916363766,-20.928008079,7,7,7,8,6,8,0.139076833720544,0.535190615835777,-0.610922098333333
"Q92922",-20.8696154374,-20.8863120144,-21.0152122994,-21.5256126252,-20.8565750861,-21.3682119296,30,31,27,29,30,25,0.367590441420511,0.789623312011372,0.326419963233331
"Q92925",-21.9798411323,NA,-22.8458949025,-21.3921246972,-22.785515269,-21.9694886486,5,7,7,5,6,9,0.406793893129771,0.796742671009772,-0.3638251458
"Q92945",-19.2258956959,-18.8545029074,-19.2116918717,-19.2522540267,-18.9716592798,-19.0824664377,33,48,48,43,49,43,0.964333554596747,0.969514237855946,0.00476308973333417
"Q92973",-20.9888720443,-20.363575778,-20.5890686764,-20.3960429945,-19.8466520724,-20.8062199469,20,23,26,21,24,19,0.43458148025224,0.808277541083384,-0.297533828299997
"Q92974",-21.9096210796,-21.8568548618,-21.0903129557,-22.3178729366,-23.0426180819,-22.6089009333,15,17,20,16,15,19,0.030840690341852,0.280769230769231,1.03753435156667
"Q92979",-21.9090698383,-20.702047891,-20.6291578797,-21.8922212988,-20.5344014087,-21.2115575891,4,5,5,6,6,6,0.734426485230667,0.928516228748068,0.132634895866666
"Q93008",-23.7609700334,-23.5241228155,-22.9165115011,-23.3183222839,-25.8447126172,-23.9049814649,14,20,16,14,17,22,0.0825922668436774,0.460251046025105,0.955470671999997
"Q93009",-20.4421185141,-20.6241958798,-20.8396341065,-20.5642493874,-20.3332541875,-20.1218964683,28,30,28,32,30,34,0.400134417524062,0.796742671009772,-0.295516152399998
"Q93034",-23.8795679001,NA,-23.2312773665,-23.6875278152,-22.7372101096,-23.9513231884,5,5,8,6,5,8,0.795102887487554,0.928516228748068,-0.0967355955666633
"Q93050",NA,-23.8278074642,-23.5853765791,-24.468436882,NA,-23.0434322973,6,3,6,6,4,6,0.889225190839695,0.953230988932524,0.0493425680000001
"Q969F1",NA,NA,-20.7647847744,-21.5448520359,NA,-22.1245870317,NA,NA,2,1,1,1,NA,NA,NA
"Q969G3",-20.0114489892,-20.6857093235,-20.5327956455,-19.9585591978,-20.3955404528,-20.4069067651,9,9,9,10,9,9,0.649168270826419,0.902809765085214,-0.1563158475
"Q969H8",-21.5040859017,NA,NA,-21.6936968878,NA,-21.1579382609,4,4,4,3,4,4,NA,NA,NA
"Q969S3",-23.1307365184,-23.0817760538,-21.4960919548,-22.8462045331,-23.0114759421,-22.1498742896,4,2,3,2,2,7,0.795210421506804,0.928516228748068,0.0996500792666666
"Q969T9",-21.9393180019,NA,NA,NA,-21.9697302804,NA,3,2,4,1,2,NA,NA,NA,NA
"Q969X6",-21.7160385015,-21.9908922405,-21.9541131403,-20.9958410765,-22.3280787403,-21.5157557733,7,5,4,8,5,7,0.479963491536674,0.829525483304042,-0.273789430733334
"Q969Z0",-22.3910451873,-23.3617779572,-21.9335525982,-21.9433604237,-21.9455298179,-22.5415212786,8,7,9,10,9,11,0.320067042814471,0.752198241406875,-0.418654740833333
"Q96A00",-20.4653380368,-21.6658154755,-21.5093014974,NA,-20.0778239918,-21.5546764636,2,1,2,NA,4,1,0.392057251908397,0.795876288659794,-0.397234775533335
"Q96A26",-20.8522561213,NA,-21.1493773737,NA,NA,NA,1,1,2,3,2,NA,NA,NA,NA
"Q96A33",NA,-22.4193734738,-23.1759452507,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA
"Q96A35",-21.9219388333,NA,NA,-21.9534841779,NA,-22.0362816425,4,2,2,3,3,3,NA,NA,NA
"Q96A49",-21.1995026834,-19.7917255766,-20.7610066255,-20.6768106929,-20.9475331802,-20.0086011844,7,7,4,7,6,6,0.89859873879854,0.955720864328728,-0.0397632759999986
"Q96A65",-22.6578139589,-22.2295493327,-22.4643975382,-22.781966174,-23.1448427378,-22.4537380665,11,7,10,9,11,10,0.353585794888815,0.769059955588453,0.342928716166668
"Q96AB3",NA,-22.0062602693,-19.9493043222,-20.6670593652,-20.6545001639,-19.9904513711,1,2,3,4,4,3,0.280537172253568,0.714036617262424,-0.540445329016666
"Q96AD5",NA,NA,NA,-23.4333244324,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"Q96AE4",-19.8421091621,-19.3983676729,-19.5094921364,-19.8189727258,-19.2655014101,-19.5075944269,33,36,38,32,39,39,0.857473116495188,0.94534115920763,-0.0526334695333333
"Q96AG4",-22.5651925586,-21.6913239256,-21.1494370175,-21.893033477,-20.9229188457,NA,6,4,5,7,8,4,0.379958347162297,0.795070422535211,-0.394008339216665
"Q96AT1",NA,NA,NA,-21.712413969,NA,NA,1,1,2,2,2,4,NA,NA,NA
"Q96AT9",NA,NA,NA,NA,-22.1336251377,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"Q96AX1",NA,-23.8631537582,-24.3985139196,-23.8481566532,-23.8869923617,NA,3,4,2,5,2,2,0.470265682044474,0.827893175074184,-0.263259331449998
"Q96B26",-19.9052588199,-19.8437889374,-20.4784853856,-20.1282480687,-20.3292278615,-20.5398485448,7,8,7,8,7,5,0.473010786591437,0.82858837485172,0.256597110700003
"Q96B36",-20.9002816621,-21.0842372672,-21.1258413184,-21.8286596023,-21.577252089,NA,3,2,2,2,2,2,0.0904900431463657,0.481188118811881,0.66616909641667
"Q96B49",NA,NA,NA,-20.4842965006,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA
"Q96B54",-20.5044593178,-21.6153815888,-20.6698102379,-21.91191796,-21.5689579434,-21.6409389952,4,4,4,3,3,4,0.0832047792897444,0.4625,0.777387918033337
"Q96BD8",NA,NA,NA,NA,NA,-22.5078112655,NA,1,NA,7,2,4,NA,NA,NA
"Q96BJ3",NA,-22.6795403073,-22.9573912481,-22.5864322493,NA,NA,5,3,2,2,1,3,NA,NA,NA
"Q96BK5",NA,NA,NA,NA,NA,-22.066464446,NA,NA,NA,1,NA,1,NA,NA,NA
"Q96BM9",NA,-20.6433494606,NA,NA,NA,NA,4,4,3,5,4,3,NA,NA,NA
"Q96BN8",NA,-22.5858895372,NA,NA,NA,NA,1,2,1,2,NA,1,NA,NA,NA
"Q96BP2",NA,NA,-21.4021277761,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"Q96BP3",-22.0190527415,-22.4988473604,-21.9251566671,-21.8155890409,-22.6263452336,-23.5330581049,9,7,9,6,8,6,0.252067208762031,0.701138519924099,0.510645203466666
"Q96BR5",-20.9191343046,-21.9569844569,-22.381068646,-21.1744863592,-22.6866556678,-21.7528113931,4,3,3,4,3,3,0.760317291735812,0.928516228748068,0.118922004199998
"Q96BW5",NA,-22.6236848118,NA,NA,NA,NA,2,2,NA,4,NA,NA,NA,NA,NA
"Q96BW9",NA,NA,-22.377987747,-22.7353973655,-22.9172409109,NA,NA,1,1,2,3,1,NA,NA,NA
"Q96C01",-19.8607156987,NA,-20.1899099486,-21.6022080629,NA,-20.2778482433,3,3,2,3,4,3,0.0808659143710588,0.45531914893617,0.914715329450001
"Q96C19",-19.7711996933,-20.5758526475,-20.6843645658,-19.9030316664,-20.0469787627,-22.1594845019,6,9,8,8,8,7,0.442711085297046,0.808277541083384,0.359359341466668
"Q96C23",NA,NA,-22.4879753964,-22.8710061707,NA,-22.6233946019,2,3,4,3,5,4,NA,NA,NA
"Q96C36",-20.4082738198,-20.8340871294,-20.3965417499,-19.7444771668,-20.8781379154,-19.9940258284,9,9,11,14,18,10,0.385656488549618,0.795595320027529,-0.3407539295
"Q96C57",NA,-21.5980606454,NA,-21.7734049688,NA,-20.803481339,NA,1,NA,2,NA,2,NA,NA,NA
