"protein_group","number_of_peptides_12500.amol_1","number_of_peptides_12500.amol_2","number_of_peptides_12500.amol_3","number_of_peptides_125.amol_1","number_of_peptides_125.amol_2","number_of_peptides_125.amol_3","number_of_peptides_25000.amol_1","number_of_peptides_25000.amol_2","number_of_peptides_25000.amol_3","number_of_peptides_2500.amol_1","number_of_peptides_2500.amol_2","number_of_peptides_2500.amol_3","number_of_peptides_250.amol_1","number_of_peptides_250.amol_2","number_of_peptides_250.amol_3","number_of_peptides_50000.amol_1","number_of_peptides_50000.amol_2","number_of_peptides_50000.amol_3","number_of_peptides_5000.amol_1","number_of_peptides_5000.amol_2","number_of_peptides_5000.amol_3","number_of_peptides_500.amol_1","number_of_peptides_500.amol_2","number_of_peptides_500.amol_3","number_of_peptides_50.amol_1","number_of_peptides_50.amol_2","number_of_peptides_50.amol_3","differential_abundance_pvalue_X125.amol.12500.amol","differential_abundance_pvalue_X250.amol.12500.amol","differential_abundance_pvalue_X2500.amol.12500.amol","differential_abundance_pvalue_X25000.amol.12500.amol","differential_abundance_pvalue_X50.amol.12500.amol","differential_abundance_pvalue_X500.amol.12500.amol","differential_abundance_pvalue_X5000.amol.12500.amol","differential_abundance_pvalue_X50000.amol.12500.amol","differential_abundance_qvalue_X125.amol.12500.amol","differential_abundance_qvalue_X250.amol.12500.amol","differential_abundance_qvalue_X2500.amol.12500.amol","differential_abundance_qvalue_X25000.amol.12500.amol","differential_abundance_qvalue_X50.amol.12500.amol","differential_abundance_qvalue_X500.amol.12500.amol","differential_abundance_qvalue_X5000.amol.12500.amol","differential_abundance_qvalue_X50000.amol.12500.amol","abundance_12500.amol_1","abundance_12500.amol_2","abundance_12500.amol_3","abundance_125.amol_1","abundance_125.amol_2","abundance_125.amol_3","abundance_25000.amol_1","abundance_25000.amol_2","abundance_25000.amol_3","abundance_2500.amol_1","abundance_2500.amol_2","abundance_2500.amol_3","abundance_250.amol_1","abundance_250.amol_2","abundance_250.amol_3","abundance_50000.amol_1","abundance_50000.amol_2","abundance_50000.amol_3","abundance_5000.amol_1","abundance_5000.amol_2","abundance_5000.amol_3","abundance_500.amol_1","abundance_500.amol_2","abundance_500.amol_3","abundance_50.amol_1","abundance_50.amol_2","abundance_50.amol_3"
"sp|P52553|PFD6_YEAST",1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,1,1,3,3,3,0.00753961795538552,0.145288816248679,0.303370132662325,0.324626214502044,1.87782610857162e-05,0.0926689019861282,0.23629576760865,0.0440013038731143,0.189218666220468,0.718519236720742,0.850760419885577,0.57902424131932,0.00102278928713534,0.532860600797165,0.644128384488867,0.129739138625874,23.0260133194531,23.0854129322263,22.9512841242189,23.1711877192445,23.6849165203838,23.8822033858137,22.9156262986171,22.7236982849398,22.8572176935706,23.1454522701671,23.1480574296608,23.3615212515886,23.1890613297905,22.9558258119106,23.7683485262458,22.6619160076321,NA,22.4791073028155,23.3814387416866,22.9493795161701,23.4166807593043,23.3225296931234,23.2842896790524,23.4475857719175,24.1218827680008,24.1510557877217,23.9677417220602
"sp|P52893|ALAM_YEAST",1,1,1,0,1,2,1,0,0,2,1,0,1,1,1,1,1,1,0,1,1,0,1,2,1,1,1,0.939294821777575,0.194349298532211,0.263446118647003,0.489207193198847,0.757981456127512,0.199185272903388,0.369384456049838,0.994890463775502,0.985033637284728,0.789733123406684,0.840123449228633,0.710934194432856,0.873876074720677,0.709494290395233,0.767966340521886,0.995057516583387,22.4249808076521,20.7607401302209,22.4106737818872,NA,20.087824407896,23.5050427622971,22.6654652234579,NA,NA,22.7676740882594,23.0387474284513,NA,22.9635479149772,22.7500647790726,23.1412227941983,22.3936044024982,20.5119882516942,22.6752279037337,NA,22.7595526071583,22.6233507550863,NA,22.8913300709287,23.2405532016631,20.878236280283,22.577609025614,22.8912556351539
"sp|P52910|ACS2_YEAST",13,9,10,10,10,9,9,10,11,12,13,11,10,9,10,10,10,11,11,11,11,8,8,9,16,14,12,0.375967963550494,0.325156334173855,0.00504727768164103,0.448524066957175,0.0110297462159135,0.181277132328617,0.0852074989931599,0.0114094949070519,0.787679659421043,0.853909265503531,0.099714510295835,0.683030429072363,0.0804580594500122,0.69195351781264,0.427042214672423,0.050835638419198,27.5487906010751,27.1353848509078,27.3371435351556,27.4369655708947,27.4484289775822,27.4376295490041,27.1500643921185,27.2301929295917,27.3834977996614,27.660484936437,27.6536563319247,27.7577186956096,27.4949252419396,27.300595448622,27.5618976487783,27.0424000433427,26.8682252788138,27.1816379122882,27.564028276934,27.5772688550585,27.4835922200413,27.1010767642675,27.1430133545523,27.3156610349637,27.6099610996584,27.7449464286841,27.6005853023946
"sp|P53066|YGZ2_YEAST",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0241415713131,22.3552495632654,NA,NA,NA,NA,NA,22.1965650718117,NA,NA,23.0590285919086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0982404769529,22.9899294246935,NA
"sp|P53081|NIF3_YEAST",2,2,2,3,2,2,2,1,2,2,2,2,2,2,3,1,1,1,2,2,3,2,3,1,1,3,1,0.440837282805254,0.240879823808805,0.885015969268963,0.750771403223001,0.88215425548491,0.795549999723568,0.198226505339731,0.36210545745845,0.827886653065847,0.829358380708796,0.994092954940937,0.893102267079028,0.948315824646279,0.997659155015673,0.61780233272026,0.53285977409482,22.6520443355798,22.8810185139305,21.8627318693155,23.4793273762892,23.1264090322433,22.2072575646039,21.8186902317784,22.081919519197,22.9151098129356,22.9855128624117,22.9145701412995,21.7595324126035,22.829685530151,22.9460652669941,23.7996817330506,NA,21.7964994596948,21.8809976643706,23.1846706150205,22.7963805192854,23.8151966106304,22.2150060355402,23.8152062160223,21.8385794262919,21.3127952396664,23.9029630959505,21.9095981127652
"sp|P53090|ARO8_YEAST",14,12,11,10,11,14,12,9,11,11,10,11,12,13,11,11,10,9,12,11,11,13,13,13,10,16,14,0.372405921788167,0.633650587476443,0.765035009720599,0.0727791648747952,0.271646850692486,0.817581094663366,0.69203443380615,0.0301847302709234,0.787679659421043,0.959721322596278,0.994092954940937,0.293223971339412,0.504207091357189,0.998060450431217,0.906937214180311,0.103907415153415,27.9843630923436,27.8309921275244,27.5784275813032,27.5228263075485,27.4950456713934,27.8642221268565,27.5934289415322,27.1556228912223,27.5821639064297,27.7212306411348,27.5158981924655,27.9867649547944,27.7213157661554,27.7738907927989,27.6271832282199,27.4989568120599,27.3045331627374,27.2809528045944,27.8362451469486,28.0394550725137,27.7434310144933,27.9081997697484,27.763150658615,27.853483028057,27.0680823943586,27.9361012290224,27.7555892074401
"sp|P53111|ARI1_YEAST",4,1,1,1,1,0,0,2,1,1,1,1,1,2,2,1,1,0,0,0,3,2,1,1,2,2,4,0.268354798223274,0.811275665301529,0.680715316123399,0.304307566576122,0.191526667997864,0.534434144985907,0.151042203160654,0.0455621070801595,0.734968909788226,0.964065788589125,0.991476218038758,0.559040899973736,0.407953381557076,0.917954712541992,0.579369132493527,0.132394238689449,24.3763505564974,23.0498404359149,22.9010316497754,22.8218602690156,22.9966676324147,NA,NA,23.6999727451253,22.1982184187124,23.2361022620121,23.0469098250679,23.5221459779404,23.0681193027679,23.9066584261988,23.6547993725382,22.0213667451726,22.8391177631207,NA,NA,NA,24.3303199233567,23.2758364576754,22.9551269176404,23.3050720087759,23.699307247126,23.8576205558662,24.4727799749917
"sp|P53131|PRP43_YEAST",1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,2,2,0.746486109640921,0.424931652891074,0.844515084683827,NA,0.000931381877164741,0.7509871690187,NA,NA,0.943398300077546,0.895979919274202,0.994092954940937,NA,0.0149203724243842,0.986939218744169,NA,NA,20.4008437398651,21.2032949166396,20.4154773704172,20.8099841092223,NA,NA,NA,NA,NA,20.5904121752168,NA,NA,21.3706681362804,20.51933383424,NA,NA,NA,NA,NA,NA,NA,20.720846681831,NA,20.8378301893977,22.0087464829816,22.3626800107308,22.1316334019005
"sp|P53141|MLC1_YEAST",7,4,5,4,4,4,5,5,4,4,4,3,4,5,5,4,5,2,5,5,5,5,5,5,7,8,7,0.920572847724554,0.819921230091545,0.00297052460287369,0.314083392398415,0.522914893316967,0.673988576827908,0.933776551823912,0.0240477185138011,0.9847988603565,0.964065788589125,0.0650304034683159,0.57029074395038,0.71441717030094,0.971152942369946,0.981383651624772,0.0889306958861996,26.3124853937195,25.5468629586314,25.9805823933445,25.8369060582072,25.9522928794499,25.9502041218569,26.2192630638448,25.6006067992935,24.9918348798079,25.2674477855111,24.9195167818373,24.2823116540678,25.7556429952629,26.0068401944347,26.3070799740049,25.72201728309,25.4347257677851,24.2505772764165,25.6986632441562,25.9772984377532,26.2477396970001,26.1467124086748,26.1196193857991,25.998636839993,25.9629338762017,26.2501093323094,26.2742992951567
"sp|P53152|MMS2_YEAST",2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,0.0941261906312653,0.875474107832372,0.928438251374617,0.685680063813419,0.076120054678402,0.940945846279154,0.549445091654766,0.368014445189322,0.471837699190061,0.964065788589125,0.998843560979009,0.840712430290201,0.2334295100506,0.998060450431217,0.848218877635146,0.534336429480663,24.5089947800394,24.3749179514612,24.5118869429814,24.2486674553782,24.3107693045851,22.9410883928222,24.235701608991,24.5159021793979,24.2015262965545,24.4215165629562,24.6440579391279,24.4282576918527,24.3208275838188,24.5295485986483,24.7165166181989,24.380610192598,24.158573448446,23.8637252890402,24.7894767737811,24.597959380122,24.6647276630577,24.384994370025,24.536588424091,24.5550778203514,22.5936352668018,24.3488577533464,24.4360733440906
"sp|P53163|MNP1_YEAST",2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,0,0,0,1,1,2,1,1,1,2,2,2,0.726167203329021,0.577602251888795,0.133258531249173,0.46172950011431,0.0473572570788724,0.831416986246078,0.720528330808321,NA,0.936532601301651,0.949050449553712,0.662605695414245,0.695001086876459,0.182625569752162,0.998060450431217,0.910571905871233,NA,23.6334359779766,22.6482463618926,22.4919294308551,22.7819000001446,23.7476677572738,22.6858411144248,22.779008623454,22.6718534408602,22.3883300152311,23.0457571034934,23.7875362975295,23.8977266803276,23.8988587122839,NA,22.475328323881,NA,NA,NA,22.5405296801626,22.7287622528084,23.9556452463815,22.8432243080973,22.9055197481747,22.7566412686887,23.7292258607809,23.8208086056838,23.878328933293
"sp|P53172|SDS23_YEAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8932876941984,19.9414335729209,NA
"sp|P53184|PNC1_YEAST",5,5,4,5,4,4,5,5,5,5,5,6,5,4,5,4,4,4,4,5,4,3,4,4,5,5,5,0.271162729809354,0.149500227695563,0.523554234326472,0.685166653727722,0.391253028063535,0.990405815672463,0.524503957599373,0.0248987606818857,0.734968909788226,0.729377698838579,0.963195942712674,0.840712430290201,0.613538817519978,0.998060450431217,0.848218877635146,0.0906816356379134,27.5862206691025,27.7117971291365,27.6181115844178,27.8406951478203,27.7203781606122,27.826201829959,27.6220067781496,27.5798564380279,27.5430237248357,27.6551887471952,27.5860571150359,27.9451570984061,27.8217556672764,27.8586242191809,27.8599047939317,27.4527915821669,26.9959516480052,27.4571283709656,27.2860255708384,27.6391871104447,27.7212674598565,27.3711114871533,27.7967811332088,27.7431684955602,27.6937513590086,27.806653455225,27.7805407379525
"sp|P53221|RL26B_YEAST",2,2,2,2,1,2,2,0,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,0,1,1,0.571318668775225,0.972700053130084,0.89438629969574,0.568721156200341,0.0318665574718589,0.0865429259526522,0.459845776312654,0.000537005928165555,0.863337091649835,0.988751909446156,0.994092954940937,0.764603484542222,0.146263918283757,0.529428159238653,0.821606660301496,0.0065254356725572,24.1882021940112,24.2995656189417,24.2057316561407,24.3705038081989,23.4959346690846,24.3640175818037,24.2771001194841,NA,23.8377466614838,24.1305689035605,23.9256124329325,24.5292054276048,23.7919204377356,24.3078368280675,24.5658793303514,22.5866844541294,23.3195340330779,23.4052957944408,24.2027783866264,24.2757913986518,24.8214464784736,23.6783079798733,23.6647145894949,23.8938811286824,NA,23.6280580483013,23.4405854358428
"sp|P53228|TAL2_YEAST",0,1,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0.863711088379039,0.212609984937073,0.984924022917331,NA,NA,0.0767925244972484,NA,NA,0.964065788589125,0.812183183438773,0.98859454722634,NA,NA,0.420371055436232,NA,NA,20.8942837491072,21.3306121295802,NA,NA,NA,NA,21.1276286488183,NA,NA,21.255891141947,22.8105828786687,21.2506471756354,NA,NA,NA,NA,NA,NA,NA,22.9332956886458,NA,NA,NA,NA,NA,NA
"sp|P53235|EIF2A_YEAST",2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,0.0417981403386855,0.329229240228894,0.276491114427948,0.206092539082008,0.199130078350737,0.379545517186107,0.78890721955674,0.448412736206703,0.363179397165023,0.855103250720871,0.846188684203165,0.469078229797923,0.4173058480313,0.914488887966971,0.943078625784928,0.60441515031559,22.3189686916302,21.4913164064555,22.1894045610496,21.6819278779556,20.7025419534701,21.5001396044747,21.2521195610846,21.8517751569283,21.6255004313185,21.628673410923,21.7762875967081,21.5073118599627,22.2356220835623,22.3097565406942,22.4262960852258,20.9791538247563,22.5225824164528,21.7464464285039,21.9739217002605,21.884715814337,21.8773618319055,21.6892335985729,22.6022794347556,22.5815485049522,22.6547793087274,22.341735853689,22.2940580792036
"sp|P53250|TWF1_YEAST",0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9693823134223,22.109950295197,NA,21.6304378003712,NA,21.7992692170616,21.9335920424876,22.1476192428402,21.9770809513162,21.9414321940545,22.1348318330082,NA,21.8548874423748,21.2508083529426,21.6490072126993,20.4442300034517,21.8619757626894,NA,NA,NA,22.0860234047695,NA,21.6005618950074,21.6428094022631
"sp|P53252|PIL1_YEAST",5,8,8,9,8,8,8,7,6,6,6,7,8,8,8,7,8,8,8,7,8,8,7,7,8,9,8,0.0292595009786549,0.0320140576950645,0.726675918349385,0.920247431202169,0.0781892742713225,0.210459877345258,0.0329546304044999,0.617922956082839,0.30361616149584,0.42134630772859,0.994092954940937,0.969439275634097,0.236594952146928,0.737557588173922,0.317051064342022,0.730994240821923,26.0224159761905,26.7698251692472,26.8758363810585,27.1786167652851,26.866563005424,27.0111340050567,26.680092592359,26.7760840731648,26.1520048710581,26.5861017300576,26.3589731388315,26.9324177025082,26.879383278986,27.1378264142078,27.0135150161499,26.358197340924,26.5324820190047,26.4780804735616,27.1576132980909,26.9239252854492,26.9409128469634,26.9371883908382,26.8726772290028,26.6227140189871,26.8803793938672,27.0399473944669,26.844928971199
"sp|P53272|YG34_YEAST",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.102604469646851,NA,NA,0.179675757489284,0.105081527674059,0.0272929404417729,0.0448630582709128,0.112612799356014,0.486283001599013,NA,NA,0.44670157554259,0.281152016169678,0.325723320566144,0.340022545776566,0.247455748011047,26.5666330808726,24.2033921038161,NA,NA,26.6817686600417,NA,26.4225698426138,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4091220640146,26.4095837939991,26.6930944453365,NA,26.7941313365554,26.8331642640452,26.7563559050133,26.7739013148545,26.2137176943728,26.3195690263035,26.4972573296584
"sp|P53297|PBP1_YEAST",2,1,0,4,2,1,0,0,0,1,1,1,2,1,1,1,0,2,2,0,1,1,1,1,0,2,2,0.272561012030398,0.819292025293164,0.774352961146342,NA,0.944940162921435,0.456578491333101,0.519027538697957,0.853511712429799,0.734968909788226,0.964065788589125,0.994092954940937,NA,0.974767819579309,0.91511811173924,0.848218877635146,0.897623754849554,22.8672455717211,21.9811184579162,NA,24.1222158544602,22.7880415558608,22.1103207670745,NA,NA,NA,22.4182965080378,22.3986895285761,22.0083774260063,23.0794191964733,22.3165719208625,22.2327079302177,21.9935284840115,NA,22.6446941105554,23.2870785925833,NA,22.3004729070536,21.8435154224985,22.0639845251418,22.1934105833949,NA,22.8236667977845,21.9461396113058
"sp|P53301|CRH1_YEAST",5,3,3,3,4,3,4,3,3,4,4,3,4,4,3,4,3,5,4,3,5,4,3,4,6,5,4,0.871985985333816,0.661747877434471,0.69342034881302,0.14984206285467,0.521369128341504,0.703918084021337,0.179881819213783,0.0325740002556879,0.981750015286605,0.964065788589125,0.991476218038758,0.402424550580528,0.713498455368524,0.979660320766092,0.60131922422893,0.108399785083243,25.7458528920684,25.5072282088506,25.5801075938326,25.5356082138582,25.8446533726426,25.3863799603896,25.4092794832266,25.4077866051234,25.4052957540086,25.8442626498771,25.7344562496856,25.4175490695149,25.7691046568977,25.5684940681737,25.6766590407451,25.4737923169721,25.0846071808991,25.3377005068508,25.8284423765934,25.6673334049154,25.9042081207501,25.6391573458547,25.571251899336,25.7799700907081,25.5481935861187,25.6579410067019,25.3609084122993
"sp|P53303|ZPR1_YEAST",3,2,2,2,2,2,2,1,3,1,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,4,3,0.937289512478734,0.31497938363659,0.353297830178245,0.252639497601158,0.339621646904112,0.462621628528159,0.703236096448923,0.671415017843041,0.985033637284728,0.853235253302425,0.891104749312529,0.512896266486774,0.5692111819143,0.91511811173924,0.906937214180311,0.772027140763006,24.3080205560957,24.2072742320675,24.2455628244611,24.2732690841642,24.1324586534016,24.2651175967587,24.270688622274,22.6961126538315,24.4629461221456,22.7561325539794,24.46747729743,24.463461255437,24.4735543057211,24.6423447243453,24.8096222913747,24.1848640236761,23.9510598759888,24.1385185379458,24.4248978358111,24.4510568000256,24.3215277349957,24.4135752865675,24.5294865571417,24.6639838375207,24.4020245137923,24.8773672862226,24.5868647953425
"sp|P53312|SUCB_YEAST",4,3,4,3,5,4,2,2,4,4,4,4,5,5,3,3,2,1,4,3,4,4,4,3,6,3,5,0.910253830966279,0.64849098260046,0.474167340579334,0.0434510285056505,0.569416649744879,0.931357115338979,0.72883859486584,0.00303966655345321,0.982951739090536,0.960008126478403,0.954676149088131,0.23353124136892,0.749135914398657,0.998060450431217,0.916756969325982,0.021198370224952,25.3116292160286,24.8148356507717,25.4318618847464,24.9962745267773,25.5460090149734,25.1388436744931,24.2472332818734,24.2370935353558,24.7532946404462,25.4317052515587,25.2515016783606,25.6599118110159,25.691846344682,25.7432958102574,24.6210730711216,24.8055829032665,23.6490969635268,23.4722135502455,25.5454347691337,24.814612974537,25.5764829200391,25.3636376341072,25.2881294816087,24.8127239844463,25.3086133982438,24.3161031298802,25.311314620005
"sp|P53332|COAD_YEAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.04310808501,NA,NA,NA,NA,NA,NA,NA,21.7838594170359,21.2164832744486,21.6287485494184
"sp|P53334|SCW4_YEAST",1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,NA,0.304366697116943,NA,0.606178659837256,0.19125866208734,NA,NA,0.645814006042384,NA,0.851823143438219,NA,0.784923649276447,0.407953381557076,NA,NA,0.750465756642566,22.9348779131228,21.7221446040308,21.7052881162557,NA,NA,NA,22.4022780054711,NA,NA,NA,NA,NA,NA,21.5268138342365,21.7940804302203,NA,NA,21.8704556137485,NA,NA,NA,NA,NA,NA,NA,22.6629073483589,22.7876795730812
"sp|P53337|ERV29_YEAST",0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5896586432171,21.8594316297036,NA,NA,NA,NA,21.9166701644205,21.8623654207712,NA,NA,21.8014389470467,21.8004841710455,21.8587021926799,NA,NA,NA,NA,21.998511644168,22.2997041075633,21.6194423209163,21.0043167883378,21.0101921225216,20.7628931057678
"sp|P53549|PRS10_YEAST",0,1,2,2,3,1,1,1,1,2,0,2,1,1,1,2,1,1,2,1,0,2,1,0,1,2,2,0.924163093429755,0.291758208664791,0.675982974453699,0.0212575972796876,0.584638602376199,0.464856134228896,0.258135265952975,0.0226544938535011,0.985033637284728,0.851823143438219,0.991476218038758,0.153104426584731,0.759379551894046,0.91511811173924,0.66755678316874,0.0854275929670171,NA,22.896489490631,23.4300689457908,23.207442725968,23.4953420648286,22.6133759293491,21.6737556956661,21.5930250440516,21.630819871574,23.2929374090467,NA,23.592018280029,22.0071214796478,22.7338818271029,22.7902509158674,23.0984305760056,21.1426369096043,20.7133549296879,23.146422725635,21.6417124666521,NA,23.303751270115,22.0405788023517,NA,22.9153385018741,23.8690012335471,23.7075389070095
"sp|P53598|SUCA_YEAST",3,2,4,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,4,4,5,4,0.68540618015583,0.152719439137298,0.0157500327987142,0.809522451765343,0.208200608204566,0.231177386550883,0.0547717793382186,0.37370936178925,0.915733653080096,0.729377698838579,0.223816255560675,0.913512397740246,0.427386675636005,0.767012808334305,0.358864698224008,0.540026861540501,25.3200972639109,24.9491744373345,25.5485155017536,25.2073326707858,25.2411123540857,25.179594616293,25.3959671294431,25.2720279058777,25.2625417077797,25.6906382986689,25.5142166008434,25.8321247911171,25.3030334562005,25.7832727880866,25.417920388646,25.2384635199557,25.1022174995552,25.0570385270124,25.5173579483563,25.6855068777027,25.5571875966298,25.3843609144535,25.4067219799707,25.5968722901722,25.152731561095,25.6238589823662,25.6416864282867
"sp|P53622|COPA_YEAST",6,4,4,3,4,4,2,2,4,4,2,4,5,6,4,3,3,4,2,2,3,3,4,5,6,4,6,0.768785397658057,0.773906767238623,0.0631055180329902,0.00144538744062865,0.510303214698411,0.725063160037705,0.000936649971881608,0.0644359167028734,0.946260683190281,0.964065788589125,0.501132054967863,0.0351413226321443,0.701881694290576,0.981797473729651,0.0225622449109128,0.169434771133457,25.4889694320533,24.3550793149971,24.9118340207777,24.6008218373427,24.8721657116534,24.9111632533324,23.0936612069256,23.0453666266638,24.003803962432,24.6453540846554,23.0875366669953,24.5667940800772,25.1226928652478,25.6698254607674,24.3266112712765,23.9113608544939,23.7716506252031,24.6300784310237,22.8645618024001,23.2700565310779,23.7750730007397,24.4251622151269,24.9046990210815,24.9810649672358,24.9889501036825,24.9971591470714,25.6060585996746
"sp|P53633|PRA1_YEAST",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,NA,0.630601628512929,NA,NA,0.737430826401232,0.0748752671834763,NA,NA,NA,0.959721322596278,NA,NA,0.860687121671152,0.485511122096705,NA,NA,22.3318063049736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1971022235234,NA,NA,NA,NA,NA,NA,NA,21.7014482372301,NA,NA,22.1859569874682,22.2523727168366,22.3290811966116
"sp|P53691|PPID_YEAST",4,3,2,5,4,4,2,2,2,4,5,3,3,4,4,4,4,2,2,3,2,4,4,4,6,6,5,0.00807336985007656,0.00689947939763248,0.0323794969941383,0.139087941809831,0.00166230401973217,0.00445969086799391,0.68378073450706,0.675740308014311,0.189218666220468,0.216231754883472,0.346461884957468,0.385129913726603,0.0222639735101834,0.212481600848051,0.906937214180311,0.773100894475717,26.3014410413832,25.8193872438759,25.6876534084018,26.6949851724929,26.3021041391109,26.3855101858164,25.6761387801841,25.6302829441482,25.6782361997263,26.2963322409741,26.7648305066239,25.9774618450213,26.411210799237,26.5102513683909,26.4986467905879,26.1586253965746,26.0599572277661,25.8168178872959,25.7317223299548,25.9957003095382,25.8601192371403,26.4602768477506,26.539265695607,26.5237607756878,26.3166468188193,26.6807995103733,26.7555288499444
"sp|P53731|ARPC2_YEAST",1,1,2,2,1,0,2,1,2,0,1,4,2,1,0,3,3,2,1,1,2,0,0,0,3,4,2,0.543211374419326,0.704403784323032,0.243399836278124,0.762443885383739,0.987633475530714,NA,0.602562838131907,0.166332405299454,0.858164231910935,0.964065788589125,0.822645308874037,0.900337061345755,0.995344280558598,NA,0.873449494566428,0.322218814130826,22.3283113205529,20.792182885815,23.4075372435647,23.3653179121256,22.1761970958448,NA,23.0203170644283,21.0599509849328,23.2373681724676,NA,22.3342257168141,24.3402768906084,22.7773773668558,22.3139927102762,NA,24.0329080427062,23.7652035964975,22.4635445884431,20.9274218262387,23.1218639621196,23.8432537629712,NA,NA,NA,21.6879927430968,22.9419597849158,21.938503503094
"sp|P53738|TR112_YEAST",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3577750120194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6965348059473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.144448607979,NA
