"protein_group","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_A_vs_B","differential_abundance_qvalue_A_vs_B","log_ratios_A_vs_B"
"Q6P1L8",-21.7326445037,NA,-21.834883564,-20.9711264854,-21.5306137212,-21.0304935928,3,2,2,3,3,3,0.0945452846463485,0.39047619047619,-0.606352767383331
"Q6P1N0",NA,NA,-25.3910000596,NA,NA,NA,NA,NA,2,NA,3,4,NA,NA,NA
"Q6P1N9",NA,-23.3858689239,-23.2304382452,-23.212017189,NA,-22.3977462847,1,2,1,3,3,3,0.232189620471535,0.568412822517592,-0.503271847699999
"Q6P1Q9",NA,NA,NA,-22.8193232207,-22.8913165302,-23.469706427,2,1,NA,2,1,2,NA,NA,NA
"Q6P1X6",NA,NA,NA,-22.9343521645,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Q6P2E9",-20.8864702948,-20.9286247907,-20.6797876112,-20.993637597,-21.1803880267,-20.5964937785,20,26,26,22,21,28,0.743780908568143,0.904210526315789,0.0918789018333328
"Q6P2H3",-24.8492020851,NA,NA,NA,NA,NA,2,2,1,1,1,2,NA,NA,NA
"Q6P2I3",-21.5122016501,NA,NA,-21.4604088075,NA,NA,4,5,3,6,3,4,NA,NA,NA
"Q6P2Q9",-20.7546570422,-20.96639384,-20.8238924095,-20.7332164482,-20.6912502939,-20.6644786164,67,66,76,78,83,76,0.535986630247269,0.81781557743957,-0.151999311066668
"Q6P3W7",-24.5523911711,NA,-25.2076990683,NA,NA,-22.9251681564,5,2,3,3,4,5,NA,NA,NA
"Q6P3X3",-23.5574320877,-23.2095096916,-23.1343684402,-22.675003859,-22.5660679205,-22.6325498216,7,9,5,6,10,9,0.0452420931569868,0.257019438444924,-0.675896206133334
"Q6P4I2",NA,NA,NA,NA,NA,-23.7195394522,NA,1,1,NA,1,1,NA,NA,NA
"Q6P587",NA,NA,-22.5978285133,NA,-22.3633392841,NA,NA,NA,1,NA,1,1,NA,NA,NA
"Q6P6C2",NA,NA,NA,NA,NA,-24.2200563497,NA,NA,3,2,NA,2,NA,NA,NA
"Q6P996",-24.6222041527,NA,NA,NA,-24.2941597132,-24.0835815641,6,NA,1,1,3,4,NA,NA,NA
"Q6P9B6",NA,NA,NA,-23.8072660701,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Q6PD62",NA,-25.3408205815,-25.8511269858,-24.3833313177,-24.758100673,-23.5362430768,9,8,7,9,10,10,0.0198365439907993,0.153024911032028,-1.37008209448333
"Q6PD74",-21.4470300528,-22.2198621554,NA,-22.1815936085,-22.2713200813,-21.180176333,5,5,3,5,4,5,0.901477429557217,0.952468007312614,0.0442505701666676
"Q6PI48",-22.7839104031,-23.0920966967,-22.2185974031,-23.466371441,-22.0590338987,-21.9393617281,7,7,12,10,9,12,0.637708165612421,0.863582908663269,-0.209945811699999
"Q6PJ69",NA,-23.3924906652,NA,-24.5304058754,-23.4481301757,-22.8524043746,1,3,2,1,4,3,NA,NA,NA
"Q6PJG6",-22.9080257672,-24.1187101368,-23.5585914033,-22.2657608972,-24.783038941,-25.2444210607,10,6,9,6,6,7,0.390514232317424,0.736158192090395,0.569297863866666
"Q6PJT7",-21.6690066788,-22.4558124853,-23.1157277879,-22.0494888376,-22.1719739223,-23.0570296445,10,9,11,8,11,11,0.956532058654399,0.966783216783217,0.012648484133333
"Q6PKG0",-21.4382364725,-21.6992509044,-22.6512478444,-21.9030636064,-22.4871142617,-21.6391617078,22,22,22,23,19,19,0.827880247268545,0.931707317073171,0.080201451533334
"Q6PKH6",NA,NA,NA,-21.8267373672,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Q6PL18",-24.9090417185,-24.3449319039,-23.6344644305,-24.1298575858,-23.375053818,-23.3057200381,5,4,6,7,6,9,0.13312708453134,0.450719822812846,-0.692602203666667
"Q6RFH5",-20.5943732997,-21.598503463,-20.8781103643,-20.9330524695,-22.1605645695,-21.4340386745,10,8,10,9,11,9,0.269243818286371,0.62301013024602,0.485556195499999
"Q6RW13",NA,NA,-21.4288927608,-20.4240159714,NA,-22.3730986099,1,NA,1,2,NA,1,NA,NA,NA
"Q6SPF0",-23.3715218527,-23.3911828399,-25.2301249294,-23.3293747616,NA,-23.5586798039,2,3,2,3,3,5,0.343534502587694,0.700183936235438,-0.553582591249999
"Q6UB35",-23.423443444,-23.7179024096,-22.8678684517,-22.6251858593,-24.2310473535,-23.6604509413,13,14,10,17,12,14,0.692442926969523,0.878039793662491,0.169156616266665
"Q6UN15",-20.407034582,-20.3347762797,-20.4302091778,-20.4346956762,-20.5061011924,-20.8013685162,12,12,11,13,9,9,0.480239936745256,0.784503631961259,0.19004844843333
"Q6UWE0",NA,NA,NA,-24.9346964638,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA
"Q6UWP2",-21.6622437392,-21.6086598983,-21.8242313244,-22.8433488787,-22.6882527755,-21.7951080917,2,4,4,2,1,3,0.0761577055779183,0.338072669826224,0.743858261333333
"Q6UX04",-21.9307879973,-22.8650489934,-24.4671403111,-23.3002251309,-23.263602517,-24.4031960925,6,4,1,3,4,4,0.342156986774008,0.700183936235438,0.568015479533333
"Q6UXN9",-21.8082506546,-21.3265050882,-21.9901778388,-21.7692139309,-21.1952663188,-21.9171102859,11,8,13,10,8,12,0.797647211040828,0.917725752508361,-0.0811143486666666
"Q6UXV4",-22.7092752398,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA
"Q6VMQ6",-25.42316617,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"Q6WKZ4",-23.8494147891,NA,-25.0606311219,-24.3306654996,-23.2322119427,-23.7002516741,5,5,6,5,8,10,0.179408855664175,0.513339466421343,-0.700646583366666
"Q6XQN6",-24.4819544186,-23.9490677305,NA,-23.113695008,NA,NA,3,2,1,4,2,NA,NA,NA,NA
"Q6Y7W6",NA,-24.1783479019,-22.6919855651,-23.7982407345,-22.9130957094,-22.6047649994,7,6,11,7,9,9,0.534200546290972,0.81781557743957,-0.329799585733333
"Q6YN16",-21.2823890764,-22.413700073,-21.5600116668,-21.0898726203,-21.2023457562,-22.7637107655,6,3,7,5,6,6,0.87324511213341,0.940738442444927,-0.0667238914000023
"Q6YP21",-22.1589771841,-21.2913759145,-21.7535102316,-21.7095843869,-22.5146408594,-21.2470217815,6,7,6,4,4,9,0.810866014951121,0.924422442244224,0.0891278992000011
"Q6ZN17",-21.4268583383,-21.1712100385,-22.1418531828,-21.8525921142,-21.793756699,-22.1650132367,3,8,9,5,9,8,0.329106958021852,0.689308176100629,0.3571468301
"Q6ZSJ8",NA,NA,NA,NA,-20.4004049686,NA,NA,1,2,1,2,NA,NA,NA,NA
"Q6ZT12",NA,-26.3613734807,NA,NA,-26.0784527946,-26.3535509597,2,1,NA,NA,2,1,NA,NA,NA
"Q6ZT62",NA,NA,-24.3454874574,NA,NA,NA,1,2,3,5,3,2,NA,NA,NA
"Q70CQ2",NA,NA,NA,-25.7284105575,NA,-27.1311172612,1,1,1,2,NA,2,NA,NA,NA
"Q70J99",-22.0627026591,-21.4949458544,-21.051638884,-21.4101183459,-21.1300268473,-21.27126607,18,12,21,16,21,24,0.452255462909718,0.768922305764411,-0.265958711433335
"Q712K3",NA,-22.7510886259,-23.0606692875,NA,-22.8740065851,NA,2,1,3,2,2,1,NA,NA,NA
"Q71RC2",-23.3864913385,-22.3721884998,-22.8060048094,-21.9731583927,-24.2483464695,-21.8855248161,11,11,11,11,4,10,0.775252156411731,0.911825017088175,-0.15255165646667
"Q71UM5",NA,NA,NA,NA,NA,-20.0923973461,7,1,2,1,2,2,NA,NA,NA
"Q75N03",NA,NA,-23.3570397596,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA
"Q76EJ3",NA,-25.3468591567,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Q76FK4",NA,-24.2832405252,-25.2567460611,-24.5496776137,-24.9449540296,-24.0714946527,8,6,4,12,3,7,0.561209028177113,0.827720207253886,-0.247951194483335
"Q7KZ85",-22.1424675414,-24.0399580376,-22.4251780224,-22.2388398459,-22.5607749407,-22.8225632614,16,8,20,16,13,14,0.498019120184014,0.797450424929179,-0.328475184466665
"Q7KZF4",-19.1355868324,-19.1143576001,-19.3917369866,-19.0728472936,-19.1656727605,-18.9780342931,71,67,61,65,71,80,0.585962909718229,0.843030556718292,-0.141709023966666
"Q7L014",-21.0787691211,-20.8863379811,-20.9156607332,-20.6997224251,-20.9561397216,-20.5464809075,24,26,26,29,29,36,0.420822167912593,0.75462718138551,-0.226141593733335
"Q7L0Y3",-21.2635715754,-21.1885772245,-21.166065305,-20.4639108258,-22.2440274423,-21.0318265601,9,15,13,13,12,10,0.907517538815411,0.955967203158214,0.0405169077666656
"Q7L1Q6",NA,NA,NA,NA,NA,-23.0219730408,12,10,14,13,13,17,NA,NA,NA
"Q7L2E3",-21.8747773427,-22.5170534597,-21.3748428995,-22.5587560769,-22.0727793067,-21.3409170103,23,23,24,24,23,27,0.854023864289822,0.940506329113924,0.0685928973333354
"Q7L2H7",-19.3496477871,-19.9232966318,-19.3472697645,-20.5059610114,-19.288483356,-19.8908109549,20,19,24,19,19,19,0.376934588844163,0.723563218390805,0.35501371296667
"Q7L2J0",-22.4405349217,-21.7880415321,-23.5509815808,-21.7342367521,-22.1714316308,-23.1918564368,5,8,7,9,6,11,0.645767251293847,0.864927987543791,-0.227344404966669
"Q7L4I2",-23.1453749779,-22.5346236164,-22.1829495802,-21.5466602511,-21.8430586133,-21.8938424246,1,3,4,5,3,3,0.0444943933294997,0.257019438444924,-0.859795628499999
"Q7L576",-23.7104094371,-23.2137303742,-23.3419862706,-23.7912411558,-23.7148275686,-23.1221878736,9,8,8,12,9,14,0.69952932719954,0.878457059679767,0.120710172033334
"Q7L5D6",-21.6874966199,-23.7964521425,NA,-21.0238532034,-23.857723024,NA,8,3,5,8,6,4,0.744615583668775,0.904210526315789,-0.3011862675
"Q7L5N1",-21.7926140474,-20.3623402888,-20.9859260311,-21.7056513621,-20.7094143259,-21.558180702,4,6,8,8,8,6,0.53019062679701,0.81781557743957,0.277455340900001
"Q7L5Y9",NA,-23.3120932575,-23.7739993371,NA,NA,-23.453277842,3,3,4,2,1,2,NA,NA,NA
"Q7L775",NA,NA,-23.3974026025,NA,-24.344892873,NA,3,1,3,0,2,3,NA,NA,NA
"Q7L9L4",NA,-22.5951389097,-21.3007421275,-22.7884252243,-21.9201390346,-20.6619762598,3,8,5,3,8,6,0.782790540540541,0.914431239388795,-0.157760345700002
"Q7LBC6",-22.9728981632,-23.7158534368,-24.9829977032,-24.2757871443,-23.5345853925,-24.28191486,11,13,7,9,8,10,0.761871621621622,0.904712762297902,0.140179364533331
"Q7LGA3",NA,NA,-23.2707439567,NA,NA,-23.3184256355,2,1,1,1,NA,1,NA,NA,NA
"Q7RTV0",-19.1245848171,-19.1823878613,-19.5475744539,-19.7052768551,-19.1914221134,-19.527357594,9,8,9,6,7,8,0.532617165037378,0.81781557743957,0.189836476733333
"Q7Z2T5",-21.9439313752,-22.386093372,-21.6887140642,-21.9702131898,-21.6801931546,-21.5592258119,10,6,11,10,7,11,0.409867165037378,0.748639825897715,-0.269702218366664
"Q7Z2W4",-21.2813365273,-21.1925814923,-21.2429486567,-21.1560865484,-21.1020548802,-21.2421644818,17,16,19,22,20,18,0.747195370902818,0.90426638917794,-0.0721869219666651
"Q7Z2W9",NA,NA,-22.4967266972,NA,NA,NA,2,NA,5,NA,5,3,NA,NA,NA
"Q7Z3B4",-20.7944216952,-20.4167965164,-21.8670709134,-20.8002404758,-21.0408707163,-20.7219648898,14,13,11,14,10,13,0.66428421506613,0.86885865457294,-0.171737681033335
"Q7Z3K3",-25.3454494639,-23.4924891623,-23.8844177912,-23.7377594781,-26.0328593561,-23.9222507894,4,7,8,10,6,10,0.597792553191489,0.848347107438017,0.323504402066668
"Q7Z3U7",-25.639830607,NA,-26.1531857928,NA,NA,-25.3477660168,3,2,4,3,2,3,NA,NA,NA
"Q7Z417",-21.9436122696,-21.2912852969,-20.9918160791,-21.0889980398,-21.6217153126,-20.8923977637,8,8,11,13,11,12,0.572780908568143,0.83651804670913,-0.207867509833331
"Q7Z422",-20.987791271,-21.5256849905,-21.4981581769,-21.8392003716,NA,NA,2,3,3,1,3,2,NA,NA,NA
"Q7Z434",-23.8843851302,-23.6627549856,NA,-22.7322549922,-23.9066455094,-22.9275422097,2,3,3,3,2,4,0.198202702702703,0.530120481927711,-0.584755820799998
"Q7Z460",NA,NA,-26.055270775,-23.0930090227,-24.4345018746,NA,3,3,4,11,4,7,NA,NA,NA
"Q7Z478",-24.2832791187,-25.1903088191,-25.4372799934,-25.1523995327,NA,-24.3601182365,5,5,4,2,3,5,0.627834243818286,0.863582908663269,-0.214030425800001
"Q7Z4H3",-19.6957593344,-19.9586915359,-20.3274943418,-20.5443428274,-19.7223709708,-20.2917993268,7,9,8,6,11,7,0.578653680276021,0.83790628957366,0.192189304300001
"Q7Z4H7",NA,NA,NA,NA,NA,-24.0436951833,1,1,NA,3,NA,3,NA,NA,NA
"Q7Z4Q2",NA,-24.7443129115,-24.6262681603,-23.6245088412,-24.7818084341,-24.8901687804,3,2,3,2,1,2,0.567301322599195,0.831407787762088,-0.253128517333334
"Q7Z4S6",NA,-25.063119902,NA,NA,NA,-25.6850812331,NA,1,NA,NA,NA,1,NA,NA,NA
"Q7Z4V5",-22.661718399,-23.5738807181,NA,-23.7325318664,-23.4430814667,-22.2958321858,5,2,4,6,6,5,0.918392035652674,0.960878724044538,0.0393489477499998
"Q7Z4W1",-20.870304049,-20.6200380304,-20.1605110675,-21.5300075671,-21.1805096795,-20.7663416078,8,8,12,9,7,6,0.120759631972398,0.43211334120425,0.608668569166667
"Q7Z569",NA,NA,NA,-24.1287171121,-23.1055593335,-24.3964803167,2,NA,2,2,2,3,NA,NA,NA
"Q7Z5K2",-25.3389020183,-24.1396868302,-24.069568843,-24.7403126525,-24.7043193811,-25.0959220167,4,5,4,3,4,6,0.422476710753307,0.75462718138551,0.330798786266666
"Q7Z5L9",-22.4270031195,NA,-23.2018909838,-23.2016783841,-23.033476729,-22.667538657,7,3,3,5,4,6,0.66767251293847,0.86885865457294,0.153117538383334
"Q7Z6E9",-25.3409407663,-23.4851228206,-23.5207361559,-25.4033786625,-24.4856726289,-23.7379157418,4,8,8,4,9,8,0.44883941920644,0.767866193613786,0.426722430133331
"Q7Z6M1",NA,NA,NA,NA,NA,-23.5616300858,1,NA,1,NA,1,2,NA,NA,NA
"Q7Z6V5",-22.7034656866,NA,NA,NA,NA,-22.6937573104,1,2,NA,2,2,1,NA,NA,NA
"Q7Z6Z7",-22.2880014127,-22.6227111552,-22.3454981754,-22.1648638739,-22.4314910747,-22.4651825173,39,30,36,40,40,42,0.798929269695227,0.919532554257095,-0.0648910924666701
"Q7Z739",-22.928162325,NA,-24.1770583586,-23.8879156895,-23.6931899295,NA,6,5,6,6,6,3,0.621254025301898,0.86109995985548,0.237942467700002
"Q7Z7A3",-22.8998072968,-23.2007466269,-23.4910482706,-22.9772176128,NA,-22.9297651078,2,2,2,4,3,4,0.442868602645198,0.762538382804504,-0.243709371133335
"Q7Z7C8",-23.0044680084,NA,NA,-23.7605892554,NA,-23.343840229,2,1,1,2,1,1,NA,NA,NA
"Q7Z7F0",NA,NA,NA,-23.9463607607,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"Q7Z7F7",NA,NA,NA,-21.7858838048,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA
"Q7Z7K0",-20.4685198023,NA,-21.5155885694,-21.646150971,-21.2784531788,-20.544399547,2,NA,2,1,2,2,0.708856382978723,0.88205499276411,0.16428037975
"Q7Z7K6",-22.8786196508,-23.9174182126,NA,NA,-22.9723831243,NA,4,4,1,5,3,4,NA,NA,NA
"Q7Z7M9",-25.0098162491,NA,-25.2649033612,-24.9156928645,NA,NA,1,1,2,2,NA,NA,NA,NA,NA
"Q86SX6",-22.3719333167,-20.3572626023,-20.5194182641,-19.9486058011,-19.7139193229,-22.5033159063,3,5,6,6,7,4,0.599883697527315,0.851011143210896,-0.360924384266667
"Q86TB9",NA,-24.7478242047,NA,-24.8866979564,NA,NA,NA,1,1,2,NA,2,NA,NA,NA
"Q86TP1",NA,-23.865844178,-22.7321729679,NA,-23.6072932699,-22.5857751377,1,5,6,4,3,5,0.697893473260495,0.878457059679767,-0.20247436915
"Q86TS9",NA,NA,NA,-22.3278224999,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"Q86TU7",-24.2321414214,NA,NA,NA,NA,NA,1,0,0,0,3,1,NA,NA,NA
"Q86U06",-24.7049785199,NA,NA,NA,NA,NA,1,2,2,2,3,4,NA,NA,NA
"Q86U38",-24.7803212779,NA,-24.9051871201,NA,NA,NA,2,2,3,0,0,1,NA,NA,NA
"Q86U42",-21.8779488242,-20.2014622734,-19.8231402544,-20.1902041509,-19.8687207455,-20.1438583128,6,8,8,7,8,7,0.274202846463485,0.631130063965885,-0.566589380933333
"Q86U44",-23.9202229713,NA,-23.8804525426,-22.2494053759,-23.6589120189,-24.0382157428,2,NA,2,5,2,3,0.284857245543416,0.647018030513176,-0.584826711083334
"Q86U70",-23.7848354632,NA,-23.4251390059,-23.0259627518,NA,NA,2,3,3,3,3,NA,NA,NA,NA
"Q86U86",NA,-25.9687582714,NA,-25.3246523892,NA,NA,1,4,1,3,NA,NA,NA,NA,NA
"Q86U90",-21.3710351706,-21.1288427316,-20.7569712258,-20.4173649133,-21.2228232141,-21.0140475991,6,5,4,6,6,4,0.561238642898217,0.827720207253886,-0.200871133833335
"Q86UA1",-24.0278831808,NA,NA,NA,-24.1451855506,NA,3,3,1,1,2,1,NA,NA,NA
"Q86UE4",-23.9673055568,-24.8002249677,NA,-24.1599704653,-23.8976335485,-23.0895621186,5,5,1,4,4,6,0.165333668775158,0.496624879459981,-0.668043218116669
"Q86UK7",-23.3253875175,-22.0548382655,-22.1806062839,-22.3786285711,-21.3889381267,-22.6898830313,7,9,7,5,11,8,0.433675819436458,0.761609907120743,-0.367794112599999
"Q86UP2",-23.546206661,-23.8766102641,-22.7408392243,-22.878833171,-23.5308712174,-23.0742544914,10,15,18,15,16,14,0.555762650948821,0.826730518067044,-0.226565756533333
"Q86UV5",-23.6756933616,-23.1231656145,-22.870095943,-23.3679946749,-23.7999981918,-23.5239957129,12,11,9,8,9,7,0.324865152386429,0.684984025559105,0.341011220166667
"Q86UX7",-20.0107732918,-20.2075324626,-20.2902938568,-20.1776443702,-19.9382582021,-20.0574028805,25,21,27,29,23,26,0.661313110983324,0.868089973313,-0.111764719466667
"Q86UY5",-23.5539579157,NA,NA,-23.6541875554,-23.5984531007,-23.7312879658,2,1,1,1,1,1,NA,NA,NA
"Q86V81",-19.0983992792,-19.0379893908,-19.5339908261,-19.2764457021,-18.9117555076,-19.2213924881,11,12,11,12,10,13,0.758378234617596,0.904712762297902,-0.0869285994333318
"Q86VM9",-21.6321524078,-21.5183306535,-21.5530571416,-22.2004498128,-21.8413407191,-21.6390036805,11,14,16,13,12,13,0.283052328924669,0.645454545454546,0.325751336499998
"Q86VP6",-20.8866907858,-20.6793024823,-20.8028293102,-20.288074009,-20.5987488946,-20.784432614,37,32,36,38,38,37,0.424183007475561,0.75462718138551,-0.232522353566665
"Q86W42",-21.1365417838,-21.2437058777,-20.7959128636,-20.4720069147,-20.4372912193,-20.7063927668,6,6,6,7,7,7,0.108218228867165,0.411543287327478,-0.520156541433334
"Q86W50",NA,-23.7243898714,NA,NA,NA,-24.5611499778,1,2,4,1,2,3,NA,NA,NA
"Q86W56",-24.8814981668,-23.703366086,-23.1637648911,-23.4041489379,NA,NA,3,5,7,4,6,5,NA,NA,NA
"Q86WB0",-21.6791783721,-21.8261416065,-21.0161611642,-21.3277022669,-22.3796828298,-21.1621301695,7,6,12,9,7,9,0.765013369752731,0.904712762297902,0.11601137446667
"Q86WJ1",-24.9222384724,NA,-24.8998309477,NA,NA,-24.7320383186,2,NA,2,1,1,1,NA,NA,NA
"Q86WQ0",NA,NA,-22.2923371545,-22.0790032852,NA,NA,NA,NA,2,2,1,1,NA,NA,NA
"Q86WX3",NA,NA,NA,-22.2740039866,-21.657242791,NA,1,1,NA,1,1,NA,NA,NA,NA
"Q86X55",-22.3415337385,-22.0049632678,-22.5985337945,-23.1579910284,-22.414550353,-21.6176831485,7,10,10,6,9,12,0.829720816561242,0.9322528363047,0.0817312430333317
"Q86X83",-22.8977229434,NA,-22.2286795366,NA,-21.8076153501,NA,2,1,2,2,3,1,NA,NA,NA
"Q86XI2",-24.8739475381,-25.9701753223,-24.3976451211,-23.3159133918,NA,-24.1672695534,4,4,3,4,3,5,0.0366574180563542,0.215346534653465,-1.33899785456667
"Q86XP3",-20.6056860986,-21.4611935935,-20.6092916647,-20.4321279771,-21.2892137265,-20.7334032918,20,19,27,24,19,26,0.829350057504313,0.9322528363047,-0.0738087871333342
"Q86Y39",-21.9872256118,-22.5681615543,-21.9560232599,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,NA
"Q86Y56",-22.2655869457,-23.1591568029,-21.6040375937,-21.6155994105,-22.283262339,-21.7785499725,9,10,17,12,14,14,0.315287377803335,0.672067401166559,-0.450456540099999
"Q86YP4",-21.3925854755,-21.776055321,-21.3842838515,-21.3960627579,-21.8730095995,-21.6904863904,14,7,15,16,15,17,0.64191201840138,0.864294094642159,0.135544699933334
"Q86ZR7",-23.1310357212,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA
"Q8IU81",-22.2380124789,-24.4736785033,-23.460551583,-22.8886781286,-22.1244094692,-21.4254650557,5,5,6,8,10,9,0.0589588844163312,0.295081967213115,-1.2445633039
"Q8IUF8",-23.2971741057,-23.8758382341,-22.9638814006,NA,-23.5815881783,-23.7155377319,3,1,3,1,3,3,0.468564404830362,0.777886977886978,0.269598374966662
"Q8IUI8",-21.9437380328,-21.9317150744,-22.673927597,-21.3105581433,-23.3574168847,-22.7075893133,7,5,5,5,5,6,0.57836170212766,0.83790628957366,0.275394545700003
"Q8IUR7",NA,NA,-24.6015615774,NA,-23.6327877088,NA,3,1,4,1,4,4,NA,NA,NA
"Q8IV08",-23.6489528538,NA,-24.6005898562,-22.8128411196,NA,-24.615665333,5,NA,2,2,4,1,0.533933870040253,0.81781557743957,-0.410518128699998
"Q8IV38",-23.836104519,-23.0349929051,-24.095136382,-22.9575962874,NA,-23.6544995963,4,7,6,6,2,4,0.424244105807936,0.75462718138551,-0.34936332685
"Q8IVD9",-23.3498594777,NA,-23.2965659126,NA,-22.9559445727,NA,4,2,5,2,4,2,NA,NA,NA
"Q8IVI9",NA,-23.3665389294,-23.4606605136,NA,-23.5046668599,-23.6766320481,2,2,3,3,2,1,0.49625488786659,0.797252486972999,0.177049732500002
"Q8IVM0",-22.9179373892,-23.0309312248,-23.1131259009,-22.9159123049,-22.8688013958,-23.1770910547,2,1,1,1,2,2,0.879642898217366,0.942539388322521,-0.0333965865000003
"Q8IVS2",NA,-23.5493128844,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA
"Q8IWA0",-21.5894929189,-21.8839993088,-21.6098432063,-21.0759277996,-22.3291062823,-20.9365507245,13,12,13,15,11,16,0.549233611270845,0.826508146191105,-0.247250209200001
"Q8IWB7",-22.9965463779,NA,-24.028273462,NA,-23.0879707237,NA,2,1,2,NA,1,NA,NA,NA,NA
"Q8IWD4",NA,NA,NA,NA,NA,-23.8988828144,NA,1,NA,1,NA,1,NA,NA,NA
"Q8IWI9",NA,NA,NA,NA,-27.7883025618,NA,1,1,NA,NA,1,NA,NA,NA,NA
"Q8IWJ2",-25.9186914363,-25.5266833323,NA,-26.0951052728,-24.7481237566,NA,2,3,NA,8,7,0,0.561916762507188,0.827720207253886,-0.301072869600002
"Q8IWS0",-21.6586314729,-22.1612782396,-21.1505434174,-21.9022247641,-21.2026225429,-20.9625796005,5,5,6,6,8,7,0.450501725129385,0.768922305764411,-0.3010087408
"Q8IWT0",-21.26809441,NA,NA,-22.3513936333,NA,-21.5061747332,2,NA,1,1,1,2,NA,NA,NA
"Q8IWX8",-21.1343584026,-21.0095248434,-21.2971264424,-21.0348317383,-21.140549188,-21.3502561079,15,14,17,15,15,20,0.89729470960322,0.951070336391437,0.0282091152666695
"Q8IWZ3",-23.6809203375,-24.4414267256,-23.8309998815,-24.0178990924,-24.2310523357,-24.008239349,18,18,14,10,7,18,0.738960753306498,0.902826855123675,0.1012812775
"Q8IWZ8",-24.2491932289,NA,-24.1855846103,NA,-24.229507743,NA,3,2,2,1,3,3,NA,NA,NA
"Q8IX01",-23.8190859268,-24.679621524,NA,-23.6409503062,-23.2768021823,-25.3682196364,7,8,6,9,11,9,0.781819723979298,0.914343983684568,-0.154029683766666
"Q8IX07",-25.2615868362,NA,-25.5661441548,NA,NA,NA,4,3,2,4,2,1,NA,NA,NA
"Q8IX12",-22.2943378851,-21.8994016367,-22.5351001143,-21.8205758192,-21.8126624471,-21.9014811278,16,20,20,20,21,22,0.212368890166762,0.544776119402985,-0.398040080666668
"Q8IX90",-21.6751198726,-22.5383078752,-22.8697555511,-22.5782156363,-21.7940188126,-22.6379694185,6,6,4,3,7,7,0.933368602645198,0.962224866151101,-0.0243264771666638
"Q8IXH7",NA,-24.0882619832,-23.2745095089,-23.2008536113,-22.9934127492,-24.105478033,NA,5,2,6,4,4,0.57727515813686,0.83790628957366,-0.24813761488333
"Q8IXI1",-22.090696588,-22.3285029827,-21.6505848807,-21.5075139314,-21.4150372536,-21.5511276256,8,13,12,14,11,12,0.121096894767108,0.432941176470588,-0.5320352136
"Q8IXK0",NA,NA,-25.1543746992,NA,-24.5035816981,NA,2,2,3,3,1,1,NA,NA,NA
"Q8IXM3",NA,-21.1955256693,-22.3601135152,NA,-22.2348248691,-22.5021327789,3,3,2,2,3,3,0.240414749856239,0.583141762452107,0.590659231750003
"Q8IXQ4",NA,-23.104578341,-23.3207408338,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA
"Q8IXT5",-22.0765741069,-22.9052011079,-23.1512400608,-22.4148481304,-22.8369434695,-23.1824025902,11,14,12,12,14,11,0.778936170212766,0.914314858891534,0.1003929715
"Q8IY22",-24.0261940828,NA,-24.051286476,-23.8930881408,NA,-24.2113231134,2,1,1,1,1,1,0.942273864289822,0.966166519564578,0.0134653476999986
"Q8IY33",-25.0352179203,NA,-23.9344364042,-24.1394789617,NA,-23.9012730943,1,NA,3,3,NA,4,0.331927113283496,0.689308176100629,-0.464451134249998
"Q8IY37",-25.2122231842,NA,-25.6255559524,NA,-24.7372830988,-24.9840300684,4,1,2,1,3,4,0.122711328349626,0.437426900584795,-0.558232984700002
"Q8IY57",NA,-22.6838955243,-23.4835606544,NA,-22.971982342,NA,NA,1,1,1,1,NA,NA,NA,NA
"Q8IY67",-20.6409486064,-20.8323392435,-20.4911963495,-20.7518656204,-20.8018040076,-20.4074418067,14,14,19,14,16,17,0.975291978148361,0.973517559009787,-0.00112425489999879
"Q8IY81",-20.7919507255,-20.8285562651,-20.7254600715,-20.9224356937,-21.337204551,-21.1381305074,18,17,20,17,18,15,0.224007763082231,0.557953637090328,0.350601229999999
"Q8IY95",NA,NA,NA,-23.360574385,-22.9906529261,NA,NA,NA,1,3,1,1,NA,NA,NA
