"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
"Q8TBX8",NA,NA,NA,NA,NA,5,17.1718396994415,18.5622813472953,1.53136795980477,5.00020166839174e-05,0.00031950441169215
NA,NA,NA,NA,NA,NA,NA,19.0621562587556,20.2657514506462,6.78760514961468e-19,0.999999999569968,1
"P00374",3,3,5,4,4,4,20.4548919834935,20.496878766815,0.114924511686019,0.326329567729637,0.608399091341318
"O75396",4,NA,3,7,3,7,20.1660840813924,20.2288993340719,0.107533543059998,0.293402401206005,0.558650026538706
"Q06142",3,3,NA,NA,NA,NA,20.0427738620388,18.6478770118115,-1.213541662299,1.62978898466681e-05,0.000115308663017043
"O14562",NA,3,4,3,NA,4,20.5754345827795,20.681246613762,0.217689164399759,0.0911920153401386,0.214392631164923
"P24182",NA,NA,NA,5,5,4,18.7139615877451,20.2754561134184,1.75158426721614,1.04513978250386e-06,9.61018775619407e-06
"P50457",NA,NA,NA,NA,2,NA,19.9760470629183,21.1358934478547,1.4491327938722,1.40373914908668e-05,0.000100939172055579
"O00193",5,3,2,3,4,3,21.0013234277527,21.1009398787087,0.166234536738907,0.226943418710466,0.453543113954502
"Q9NVI7",5,5,5,4,6,5,21.7149736530887,21.7451930727887,6.39692587238518e-20,0.99999999964251,1
"Q9BTA9",NA,4,NA,6,3,5,19.7774444487531,19.8818587739668,0.184278547947966,0.0455639366971868,0.121079155501444
NA,NA,NA,NA,NA,NA,NA,19.7563137518273,18.9008570637225,-0.577565945175586,0.0114784539096469,0.0376060085258326
"P53152",1,1,1,NA,NA,1,21.7177771166063,20.4103011645507,-1.11452542183865,0.000244374514180071,0.00134999618051415
"Q15819",3,NA,3,3,NA,3,22.3616656870171,22.2153045820636,-4.68237293043037e-21,0.999999999959746,1
"Q13404",3,2,2,3,3,4,21.7474122222258,21.5234220974729,1.18151370411652e-20,0.999999999906195,1
NA,NA,NA,NA,NA,NA,NA,18.7064658854722,18.5051530909606,-6.43012767087218e-20,0.999999999729403,1
"Q05022",16,18,15,NA,7,10,20.7720841045684,19.8700454956921,-0.679082666782673,1.57980746126885e-07,1.66100075310298e-06
"Q8IVD9",5,3,4,4,6,NA,19.994257902231,20.3455703100026,0.124269390395404,0.306243489170971,0.577475218236651
"Q13885",1,1,1,NA,NA,NA,22.9784616608581,22.9425461013289,3.41531349403458e-20,0.999999999844921,1
"P68371",1,1,1,1,NA,1,25.973911773997,26.0840065066662,0.108137631980272,0.640423876057397,1
"O14802",NA,7,9,11,12,12,19.1990598436442,19.4013517848422,0.0867805635727311,0.382610741003621,0.69443586348594
"Q96IJ6",4,3,4,6,NA,4,19.9278976472618,19.6122137048391,-4.98870387032852e-20,0.99999999973112,1
"O95456",4,8,4,5,6,8,22.00218232514,22.0322615564529,0.182304422122889,0.0557825157105905,0.14285304120354
"Q99653",NA,NA,NA,NA,NA,1,19.1452579072145,19.3193043655644,0.272207777981915,0.261603964519996,0.506835034242294
"P30740",8,7,7,8,9,9,21.8515121461843,21.730023051861,6.13827934664851e-20,0.999999999534953,1
"P14373",4,NA,2,5,NA,NA,19.4997037336715,19.3421786280501,9.48437195363211e-20,0.999999999480393,1
"P39533",NA,1,NA,NA,NA,NA,19.5081514954562,18.3464465588501,-0.917219742114063,0.00108686307887142,0.00479236702613479
"Q96G28",1,NA,NA,NA,NA,NA,19.0584716781883,19.0908551677546,4.20762746985238e-20,0.999999999837702,1
"Q53H12",NA,NA,NA,NA,5,8,21.7772500887391,22.0892430488306,0.494107186662969,0.0200146137636502,0.0610972420153532
"Q04062",9,8,NA,NA,NA,NA,21.5148105188049,20.232329905653,-1.15680267124234,0.000266494105667701,0.00144410255617467
"P36036",NA,1,NA,NA,NA,NA,19.5202301223978,18.7167204962742,-0.364333807017702,0.0769447766266853,0.186805212067914
"P14906",6,7,6,6,3,6,20.8600322458786,19.9792648632754,-0.760855432048034,1.29797100993643e-05,9.38450820608831e-05
NA,NA,NA,NA,NA,NA,NA,20.0929811761271,18.6423715693656,-0.65988001677135,0.0987537677090672,0.23012025870572
"P23511",2,2,1,2,1,2,20.6210831382276,20.5193862919612,-5.04174993552657e-20,0.999999999904528,1
"Q96RQ3",NA,NA,NA,NA,NA,3,19.7766595527763,20.0141744296712,0.290313806560908,0.140258198072344,0.307554121074296
"Q7Z6V5",NA,NA,NA,1,NA,NA,20.4368585344939,20.4880341222165,5.82273281511654e-20,0.999999999743771,1
"P38235",NA,2,4,NA,NA,NA,21.6826940587254,20.8275910488709,-0.627459356505127,0.00506756687126984,0.0187039286339596
NA,NA,NA,NA,NA,NA,NA,19.0071310018465,19.336158469772,0.427883541917064,0.164856058429704,0.351134090553663
"Q06489",6,5,3,NA,NA,NA,20.5174669897522,19.3673411234929,-0.920646583562553,0.000127881071273538,0.000748288574480856
"P27614",NA,NA,6,NA,NA,NA,20.5474380160051,19.4983545810286,-0.51561778506357,0.212103211642766,0.429578185360906
"P0A6L2",NA,NA,NA,3,1,2,18.9081914876621,20.8720702967608,2.07590711083649,9.9938020366618e-06,7.37724295797216e-05
NA,NA,NA,NA,NA,NA,NA,19.9180868905061,20.1040295278931,0.281418585261101,0.104833833986003,0.24183259430862
"Q15075",4,9,8,8,13,11,19.8916469338788,19.6969075504743,1.82718117888763e-20,0.999999999854301,1
"P51692",3,3,3,3,3,3,20.6920589108253,20.4299685211437,-7.68354646411779e-20,0.999999999395823,1
"Q9UBP6",4,NA,4,4,2,NA,19.7953184828767,19.7409803524638,0.111356059413855,0.214703403682688,0.434177994113881
"Q9NWS0",5,3,NA,3,NA,NA,20.6464233191493,20.668325064021,5.12215550956827e-20,0.999999999723503,1
"Q7L1Q6",NA,4,NA,8,NA,7,19.8533742993508,20.0038470261798,1.13076094813367e-19,0.999999999458508,1
NA,NA,NA,NA,NA,NA,NA,18.6488951722197,19.1158294336864,0.636494310458553,0.00431571739584136,0.0162601894188302
"Q99471",3,3,3,2,3,5,21.9708589826193,22.1091828694222,0.253117686728948,0.0763624020741046,0.185818699007434
"Q08925",1,NA,NA,NA,NA,NA,20.3030064182008,19.0890993788378,-1.02829253685885,0.000424243184230443,0.00214068405962551
"P28000",5,NA,4,NA,NA,NA,20.4172791144923,19.4967281170152,-0.123687771873809,0.494502114786308,0.856416312803995
"P32769",1,5,2,NA,NA,NA,20.3505749687773,19.2965364491686,-0.796942995110245,0.00322113270094059,0.0125860163984967
"Q9H299",4,3,3,4,3,3,22.8980804156744,22.9898989163961,0.213399998450805,0.138230762093422,0.303612968093667
"Q9H2P9",4,NA,3,4,6,6,20.073248465814,20.1548975292271,0.225155898404649,0.0343721164111883,0.0956331209374021
"P43603",6,7,8,5,5,NA,21.0242741617121,19.7483685775114,-1.04859043991009,3.92173904560058e-12,8.73372940197462e-11
NA,NA,NA,NA,NA,NA,NA,18.8558820818705,18.871464344648,2.08129377827254e-19,0.999999999654991,1
"Q9C0F1",NA,NA,NA,NA,NA,2,20.3184278471638,20.1823056759137,1.56761740955779e-19,0.999999999370554,1
"P08134",2,NA,NA,NA,2,NA,22.092576927125,22.2931075452703,0.330547982590651,0.0607411765728476,0.153246620435703
"Q8N1G2",NA,NA,7,12,NA,10,19.8955665996716,20.2223185071046,0.214055847737117,0.298584602766728,0.567413908175927
NA,NA,NA,NA,NA,NA,NA,19.4485826873461,19.5654323634843,0.0856525181795694,0.761586584173997,1
"P63020",NA,NA,NA,3,3,3,19.3621384559882,20.5013875430963,1.44272175455455,1.16049759496122e-06,1.05061857739371e-05
"Q02750",3,4,3,4,3,2,21.9266398891133,21.9631160932551,0.0515724201314247,0.519800718411503,0.890751562741254
"P33754",3,NA,NA,NA,NA,NA,20.1854385800048,18.9452682518484,-0.6082721570726,0.0864878209616537,0.205345352692581
"P05453",10,12,11,5,6,4,21.181257630725,20.2629658826331,-0.67324327738753,0.00134341977716074,0.00579294900641697
"P53315",4,4,4,NA,1,NA,21.5436598678318,21.1409058747494,-4.72259787476118e-11,0.999991635954844,1
"P17169",NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"Q7Z5K2",3,NA,6,2,3,6,19.6254462228159,19.4527202255237,7.50250024290815e-20,0.999999999657618,1
"Q9P032",NA,2,NA,3,4,3,20.7230510637219,20.7511828565167,0.0683753023584666,0.526209970965274,0.900271062157121
NA,NA,NA,NA,NA,NA,NA,20.1024374663913,18.6389157143468,-0.864211105472779,0.0298332935489234,0.0850216648764674
"O75131",NA,6,7,8,9,7,21.1333893175873,20.9521765125195,1.4463137117951e-11,0.999996832576236,1
"Q93034",NA,NA,4,8,7,5,18.9613400513005,19.1118411215302,0.280424982293172,0.0581587819519142,0.147791069399231
"Q9GZZ9",4,4,4,5,5,4,20.5035006011335,20.6095004354725,0.079907031774693,0.293860480894946,0.559320453719266
"Q03435",1,1,NA,NA,NA,NA,19.6779335812888,18.4290397823278,-1.07322331115516,0.000279844993936618,0.0014949614149772
"Q13505",7,3,7,4,4,5,20.7227313051108,20.6477940363267,5.27761451568948e-20,0.999999999533419,1
"P53250",7,6,3,NA,NA,NA,20.2706734967983,19.4468969088811,-0.795262453777126,1.02797448915714e-06,9.4688470397406e-06
"Q96EQ0",NA,NA,NA,1,NA,NA,18.7632992960447,19.3372842113321,0.223553553666941,0.338526012773205,0.626267190822634
"P20081",4,4,3,3,4,NA,24.7002306947342,23.501921238126,-0.873882651549549,2.53363963074634e-06,2.11926306990161e-05
"Q6UWP2",NA,5,4,2,2,4,20.3617016192661,20.3666123187699,0.0281666458324966,0.640317172267072,1
"P38137",NA,3,7,NA,NA,NA,19.4319051589806,18.5690367897404,-0.533706523822045,0.289377645220191,0.551384552878039
"P42826",2,NA,NA,NA,NA,NA,19.9763854079456,18.6681890374359,-1.14925111221706,0.00045226845244361,0.00226459288978583
NA,NA,NA,NA,NA,NA,NA,18.6984724137778,18.3078927578844,-4.36784544779001e-20,0.999999999921633,1
"P34217",5,4,2,NA,NA,NA,20.3522726751092,19.0727855482282,-0.921392436619825,4.4833691347032e-05,0.000288928233125317
"P14635",NA,NA,NA,2,NA,4,21.2883344037644,21.3619252121026,0.0700447037897743,0.754393024344403,1
"P33302",12,14,12,8,10,10,21.5278204404677,20.5070370241355,-0.788422697949192,1.72692385752662e-15,5.45790665869791e-14
"Q9BYC9",NA,NA,NA,NA,3,NA,20.4279248121374,20.2154958138562,-2.31323889652958e-20,0.999999999896334,1
"P53860",9,9,8,8,7,8,21.4255030460248,20.6154288926059,-0.666370447857275,0.00130186358659801,0.00563216066398714
"P0AES4",NA,NA,NA,7,4,6,18.9669412317275,20.4376190057345,1.05659090634903,0.000302809491277568,0.00160464708329619
"Q13948",NA,NA,NA,1,NA,NA,18.8496013467128,18.5109024382121,2.15959160547711e-20,0.999999999930393,1
NA,NA,NA,NA,NA,NA,NA,20.3882153449442,20.6448902422147,0.256867321308775,0.180580563610869,0.378065932065914
"Q12904",9,9,8,10,10,11,22.1136027746022,22.0972492870835,0.123475403386483,0.0862935473859317,0.205068592121994
"P30626",NA,6,6,7,5,5,22.8484010836462,22.8140818277748,0.00182018888954036,0.906514288844266,1
"P40056",2,4,NA,3,2,NA,20.9884101553855,19.8289231687519,-1.06604455006503,0.000257222393769266,0.00140105241931289
"P36954",NA,NA,1,NA,NA,3,20.0202642569348,20.1632635441213,1.12932953911241e-19,0.999999999656845,1
"P07012",NA,NA,NA,4,NA,NA,19.0349668481331,20.0019158894084,1.22040953760548,0.000110711148990815,0.000657292963299799
"P33201",2,3,3,NA,4,2,20.8496366774702,19.9460050165967,-0.690268732247189,0.000126255180229464,0.000741240090379433
"O95400",4,5,7,7,NA,NA,19.9155114404446,19.9889514732652,0.217793632299443,0.0452572931098566,0.120518664497388
"P61289",11,12,10,12,12,12,22.6303058278593,22.7222355030253,0.0461166140452418,0.512123784117047,0.881601217406972
"P53200",4,3,4,2,3,NA,21.2007064287104,20.1574291084535,-0.792874144962306,1.6151442215178e-06,1.42554033464397e-05
"Q9Y5P4",5,6,4,NA,7,5,19.890938040228,19.7032746285326,-3.00087306350693e-20,0.999999999822145,1
"P18239",NA,6,5,5,7,5,23.598188498749,22.2031364593532,-1.11639640653217,0.000653449616843668,0.00307663432444325
"P38886",6,5,5,4,4,3,21.417774613662,20.3236264108185,-0.838518538918551,6.99179361116993e-05,0.000429101007904127
"Q99595",NA,NA,1,NA,NA,NA,19.4801561820031,19.2303313717119,-0.00243157038182464,0.971337641629228,1
"P12612",11,7,10,NA,4,5,20.029385412335,19.0629970437433,-0.846715060162782,0.0131142757509417,0.0424905754533275
"P25296",NA,3,NA,NA,NA,NA,21.3859399295756,20.4386202052437,-0.716792541357527,0.000352784279767451,0.00182727716252464
"P39077",13,15,12,NA,9,NA,20.5060401521238,19.848359306487,-0.318614114637135,0.168447956709836,0.357486254730404
NA,NA,NA,NA,NA,NA,NA,19.5990741876085,19.5997744710016,1.49312297627777e-19,0.999999999598412,1
"P53691",7,10,10,5,5,9,21.8471298782109,20.8123379672638,-0.942790467815865,3.26134546219079e-10,5.4042517338253e-09
"P69783",3,NA,NA,3,5,5,21.2538321643015,22.9425325000879,1.82241543223915,5.35293976842131e-13,1.32642329097313e-11
"Q4VC31",NA,3,5,NA,1,1,21.6753710623734,21.5809191325306,6.74807666229802e-20,0.999999999472357,1
"P0A9R4",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"P0C2H6,P0C2H7",8,9,7,9,7,7,21.9347328583181,20.656619620699,-0.990551186174248,2.24845078184654e-09,3.23165899429386e-08
"Q96EM0",NA,NA,NA,2,NA,NA,19.8343560000421,20.0499846413383,0.26602139012768,0.146461439296367,0.318641169252359
NA,NA,NA,NA,NA,NA,NA,20.3740087876913,19.8827421140404,-9.31460972878891e-20,0.999999999629247,1
"Q12447",6,6,5,5,4,5,22.1882843089472,21.1903456307514,-0.675601736255464,2.95733798449972e-05,0.000198333289481443
"P52553",3,4,4,4,NA,2,21.0221305038717,20.1837927020465,-0.585624507286611,0.000453338198891002,0.00226459288978583
"Q16621",NA,2,1,1,NA,NA,20.6380933737294,20.8146245540124,0.246664634223281,0.139731185215878,0.306525850195097
"P39929",2,NA,3,NA,NA,NA,21.419653792244,20.2481537270653,-0.982438291348237,0.000373645548822955,0.00192212593244401
"O75964",3,4,NA,NA,NA,NA,21.6313783722971,21.2861852900492,-5.0762800585685e-20,0.999999999645804,1
"Q9NYU2",6,9,4,9,6,7,19.906471439141,20.1096841536195,0.23230974911675,0.0448562079066771,0.119692146274743
"P38858",3,4,3,2,NA,3,21.8792990736742,20.7953299658433,-0.930825092932734,0.000711322306199936,0.00330780540275177
"Q7Z569",NA,NA,NA,4,5,NA,19.8341025324574,19.7478853105523,2.05529105714953e-20,0.999999999906169,1
"P53731",3,5,3,3,2,3,21.1100202001397,19.9490860087659,-0.986899557353181,0.0059505768609385,0.0215148526819403
"P62318",8,6,6,7,5,5,22.1153500018278,21.9600687885805,5.11887710196299e-20,0.999999999535517,1
"P0AFP6",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"P21127,Q9UQ88",NA,11,NA,NA,NA,NA,20.7709663077531,20.827138433259,0.125959155681891,0.355343533241266,0.652575911081212
"Q04894",6,3,4,3,NA,4,21.00928602175,19.9108276732176,-0.814633369962849,7.21170932254736e-06,5.52444148104572e-05
"Q14651",NA,NA,2,NA,NA,NA,19.7663401778593,19.9600992543299,0.0769147269392147,0.522635587829419,0.89502616241521
"Q8IY95",NA,NA,NA,NA,2,1,19.2492689247836,19.2966611392964,1.89256414614328e-19,0.999999999263533,1
"P18562",6,8,7,5,6,3,21.4389968490542,20.3456737435694,-0.969156653517961,1.45951426368463e-05,0.000103958384395782
"P53803",2,NA,NA,NA,2,2,20.3518067113943,20.2765940320923,9.48894352510149e-13,0.999999194064487,1
"Q15645",11,11,9,10,10,11,21.1693582836947,21.2654629679398,2.31797246539896e-08,0.99963333161567,1
"P49954",NA,4,3,NA,NA,NA,20.5053824158176,19.5512048637305,-0.738586043616168,6.75994860896769e-05,0.000416810849978171
"P25342",3,3,4,2,NA,NA,20.4534558119408,19.7929407952843,-0.462778443834919,0.00339512880426895,0.0131955006104061
NA,NA,NA,NA,NA,NA,NA,19.0596049290677,19.1464869074952,0.151924092601976,0.294922352149219,0.56113921220028
"P23193",8,9,8,9,12,9,21.5633589563082,21.5115067715998,-2.51548487221916e-20,0.99999999979465,1
"P40261",NA,NA,2,NA,NA,NA,18.5441237803479,19.3756790805148,0.126448575586568,0.529917627668457,0.906026964312962
NA,NA,NA,NA,NA,NA,NA,21.9334899482507,22.1921216487512,9.32000876777157e-20,0.999999999781583,1
"O60814,P57053,P58876,P62807,Q5QNW6,Q93079,Q99877,Q99879,Q99880",2,NA,2,2,NA,NA,23.181895888221,23.2915570687598,8.79848621030223e-20,0.999999999644486,1
"Q5JSL3",7,3,7,8,7,8,20.7122970503104,20.6372705688393,3.67073668906677e-08,0.999582702062207,1
"P12962",3,3,2,1,3,1,20.9937694792886,20.2174818181211,-0.512871090144407,0.000223522866996347,0.00124446591983831
NA,NA,NA,NA,NA,NA,NA,19.6736747060628,19.7165615087716,0.0210163863581003,0.683522072653017,1
"P33136",NA,NA,NA,4,NA,6,19.193747978374,19.8818558940645,0.7430785520501,0.0172092144666548,0.0538093803050972
"Q9UHA4",NA,NA,NA,3,3,3,20.6745216356191,20.7926377891834,0.0436540046348556,0.69075758349293,1
NA,NA,NA,NA,NA,NA,NA,17.7061557350522,18.396807183772,0.428388561383104,0.246025578023509,0.483344370685221
"O15347",4,4,3,4,3,3,22.0018229460329,22.0111964577588,3.79261018922416e-20,0.99999999974778,1
"Q16385",2,4,4,3,4,3,21.3197384687352,21.217277888403,5.74044544896084e-13,0.999999676537926,1
"Q8N4Q1",3,5,5,4,3,4,21.990921744859,21.8534555956534,4.83789341753279e-18,0.999999996287539,1
NA,NA,NA,NA,NA,NA,NA,19.9593316092874,19.7027743188295,-9.16366418561504e-20,0.999999999602048,1
"P78346",7,7,7,8,5,8,20.3583941186025,20.2486845330811,0.203190460135509,0.00522408157390345,0.0192010463419655
"P16451",NA,2,3,NA,NA,NA,20.2237290868346,19.1222313646156,-0.806128510519429,0.00171285306327623,0.00718065009370289
"P40030",2,2,NA,2,NA,NA,20.6552197482127,19.6419121448981,-0.828012278837254,0.000121191502331916,0.000713097825315333
"Q9Y3C1",4,3,3,4,4,NA,21.4154740033511,21.1950000894646,-8.47338775636267e-20,0.999999999440178,1
"Q9UKY7",9,8,7,9,6,9,20.929010332583,20.847006993985,8.9082807978521e-20,0.999999999197346,1
"Q04081",NA,NA,NA,NA,NA,1,19.7501132460303,19.7538320583665,2.43722745824276e-22,0.999999999999137,1
"Q04947",9,9,7,8,8,7,23.0364553298496,21.8857038266531,-0.95195700861774,1.85671789084426e-12,4.31707358056212e-11
"P33221",NA,NA,NA,2,2,1,19.0901877511496,20.7262820118514,1.84139111054192,0.000334437046165115,0.00174422799373466
"P40348",NA,3,NA,NA,NA,NA,19.7916716048551,18.582744742776,-1.02907539354277,0.00047720694568969,0.00235172573235312
NA,NA,NA,NA,NA,NA,NA,21.2386340149069,20.2359955116694,-0.80841809030884,0.00224514643322105,0.00912231168170955
"O75947",NA,8,8,5,7,7,21.6905442891673,21.6516079444897,0.0939415313584438,0.110861909543214,0.252646441523784
"Q06485",1,1,NA,NA,NA,NA,20.5750646099841,19.699297522703,-0.664198025964761,0.00620758492998737,0.0222427924375243
"Q8IWJ2",NA,NA,NA,NA,8,NA,19.5864619726671,19.2369214942503,-6.23712166723622e-20,0.999999999667192,1
"P38787",6,7,8,NA,2,3,20.9851287432148,19.9576045584001,-0.761881525178381,9.39189894216338e-06,6.97193285748781e-05
"Q9UL40",NA,2,4,NA,NA,NA,20.1217147047806,19.7011935155456,-0.202467020257144,0.193179249800172,0.397899982152941
"P0ABD5",NA,NA,NA,NA,NA,3,19.2156914128073,20.1734319904579,0.0721708109383668,0.700513304713812,1
"P36404",NA,4,5,3,4,6,20.4631244313733,20.4584318129037,-2.09349504731457e-20,0.999999999932811,1
NA,NA,NA,NA,NA,NA,NA,19.7850184490163,19.9084938721692,2.0315166237052e-19,0.99999999940022,1
NA,NA,NA,NA,NA,NA,NA,19.3271736665078,18.6280206774073,-2.68372506690695e-19,0.999999999243042,1
"P53075",NA,NA,5,NA,NA,NA,18.2710659811627,16.9362270589562,-0.919625512811614,0.00828889510740077,0.028538022424567
"P62888",8,7,7,9,7,7,23.299251837315,23.434609816749,0.358432604433996,0.00817938949950699,0.0282162207701947
"Q6PD62",NA,NA,NA,9,8,8,19.377309857185,19.1573161931653,-2.53267998047244e-18,0.99999999767781,1
"Q9Y4P3",1,NA,NA,2,NA,NA,19.4031161339717,19.4559068766679,0.0574250302089973,0.497285094331418,0.85913935446194
"P02359",2,3,5,5,5,7,21.1593138047636,22.8482494221805,1.8288654690078,2.40453512055919e-16,8.69255915500781e-15
"A8MXV4",NA,NA,NA,NA,NA,3,19.9637664552,19.5638353286088,-8.44568777218486e-20,0.999999999813307,1
"Q96P11",NA,7,NA,6,7,4,20.5773274946891,20.4330205488273,5.50888786618586e-21,0.999999999951146,1
"P40893",4,6,5,2,4,3,21.9815678411111,20.8816297591534,-0.969181979055907,2.95880375524605e-09,4.10962268952333e-08
NA,NA,NA,NA,NA,NA,NA,21.9597094563221,21.9515567908906,4.85392103100123e-20,0.999999999775169,1
"Q9NP79",6,6,6,5,5,8,20.7054464855224,20.9075840319539,0.271026344585408,0.00140795440221509,0.00605145222711015
"O75935",NA,6,2,NA,5,6,20.4922202466738,20.2447340515147,1.19585960653971e-19,0.999999999821708,1
"P25343",5,7,7,7,4,3,21.5391234103644,20.6671307971855,-0.306074584023652,0.0820150433746899,0.196672148537762
"P38333",1,NA,2,NA,NA,NA,19.6122062716172,18.638399972583,-0.798743689260972,0.00381209376144158,0.0145587777662002
"Q9UL15",NA,NA,5,NA,NA,2,20.5356543460598,20.7229359183909,9.34456945339493e-10,0.999954391942732,1
NA,NA,NA,NA,NA,NA,NA,19.2453167639868,19.4113165083077,0.231039292554188,0.137082551618091,0.301718810442153
NA,NA,NA,NA,NA,NA,NA,19.1676031474341,18.9052958310133,-1.02253130038417e-19,0.999999999599129,1
"Q9BV29",2,NA,1,2,1,NA,19.9676812040735,19.9566570068194,7.78277770028904e-20,0.999999999615911,1
NA,NA,NA,NA,NA,NA,NA,18.7739194897056,18.8177022843648,7.99438822394522e-16,0.999999952485288,1
"Q13509",NA,NA,3,3,NA,2,19.8663541457813,20.1923849315599,0.449049555486672,0.0220317531467297,0.0661830353491402
"P26373",NA,7,6,8,7,6,25.1445594311666,25.0813409901418,0.0497483564100721,0.481989989667723,0.840139750814479
"P57678",10,15,10,14,9,11,20.0597218679466,20.0191099652682,1.45305286943619e-11,0.999992864280253,1
"Q13889",NA,NA,3,NA,NA,NA,19.0110395308516,19.2300658260343,0.188046086399516,0.231073129408311,0.459284245838204
"Q9BQ67",8,6,7,7,8,6,20.1008376774625,19.9036065190051,-3.21746876570755e-12,0.999999669178513,1
"Q9NXU5",NA,NA,NA,NA,NA,3,20.1685738888825,19.7133066575994,-7.58142572581677e-20,0.999999999724159,1
"Q02795",NA,2,NA,NA,NA,NA,21.6170811115228,20.5181595165972,-0.580709059542807,0.102147408159456,0.236566046628175
"P29952",10,9,10,6,7,8,21.794784729643,20.5910889320232,-0.903452161432147,1.29168505921717e-06,1.15747262182483e-05
"Q00535",NA,NA,5,NA,5,NA,20.3680559542929,20.4960130830479,0.20551280994168,0.248467737865273,0.486609543767314
