"protein_name","n_indistinguishable_proteins","Normalized.spectral.abundance.factor_A_1","Normalized.spectral.abundance.factor_A_2","Normalized.spectral.abundance.factor_A_3","Normalized.spectral.abundance.factor_B_1","Normalized.spectral.abundance.factor_B_2","Normalized.spectral.abundance.factor_B_3","Normalized.spectral.index_A_1","Normalized.spectral.index_A_2","Normalized.spectral.index_A_3","Normalized.spectral.index_B_1","Normalized.spectral.index_B_2","Normalized.spectral.index_B_3","number.of.quantified.peptides_A_1","number.of.quantified.peptides_A_2","number.of.quantified.peptides_A_3","number.of.quantified.peptides_B_1","number.of.quantified.peptides_B_2","number.of.quantified.peptides_B_3","probability_A_1","probability_A_2","probability_A_3","probability_B_1","probability_B_2","probability_B_3","Spectral.index_A_1","Spectral.index_A_2","Spectral.index_A_3","Spectral.index_B_1","Spectral.index_B_2","Spectral.index_B_3","total_number_distinct_peptides_A_1","total_number_distinct_peptides_A_2","total_number_distinct_peptides_A_3","total_number_distinct_peptides_B_1","total_number_distinct_peptides_B_2","total_number_distinct_peptides_B_3","total_number_peptides_A_1","total_number_peptides_A_2","total_number_peptides_A_3","total_number_peptides_B_1","total_number_peptides_B_2","total_number_peptides_B_3"
"Q9H5X1",1,NA,NA,-12.6012152814,-12.5527673747,NA,-11.6156631204,NA,NA,-20.8892704804,-21.2597632322,NA,-20.1240527674,NA,NA,1,1,NA,2,0.9925,NA,0.9962,0.9985,0.9931,0.9999,NA,NA,255.215480034,173.7372610971,NA,425.5674853939,2,NA,2,4,2,3,2,NA,2,4,2,3
"Q9H607",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2235,NA,NA,0.2856,0.3474,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,NA,1,NA,NA,2,2,NA
"Q9H6D7",1,NA,NA,NA,-13.7346650178,NA,NA,NA,NA,NA,-22.5910453962,NA,NA,NA,NA,NA,1,NA,NA,0.261,NA,0.7648,0.9528,0.6282,0.6997,NA,NA,NA,156.6476013165,NA,NA,1,NA,3,1,1,1,1,NA,3,1,1,1
"Q9H6E5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"Q9H6F5",1,-13.6356803325,-12.6410954348,-12.7711402829,-12.1377298754,-13.6091327373,-13.7855881218,-22.201034757,-20.7389966023,-21.0625197003,-20.6426755717,-22.1636314994,-22.4063720965,1,2,2,3,1,1,0.9999,1,1,1,1,1,190.3535700417,565.5973030121,509.2561929643,599.5665351077,201.4102500016,196.8359313935,4,9,7,6,9,7,4,9,7,6,9,7
"Q9H6K1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"Q9H6K4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA
"Q9H6Q4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"Q9H6R0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3502,NA,NA,0.5649,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,2
"Q9H6R4",1,-12.4988636429,-12.9897055724,-12.4416785153,-12.8082681079,-12.4723160476,-12.6487714322,-21.2023225064,-21.7524658258,-21.0603119767,-21.4926121261,-21.2775773243,-21.2499365102,7,5,8,6,7,7,1,1,1,1,1,1,1210.8364542571,891.8766846586,1623.6148952474,1058.919885973,1184.929658484,1396.7166037848,17,13,16,9,12,18,17,13,16,9,12,18
"Q9H6S0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"Q9H6T0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,0,2,0,0,NA
"Q9H6T3",1,-12.5210377666,-12.204524774,-12.6564977169,-12.6080498102,-12.1725620764,-12.349017461,-21.1526948364,-20.8844585297,-21.4305403716,-21.3102420011,-20.9064824716,-21.0345092853,4,5,4,4,5,5,1,1,1,1,1,1,727.2135001334,944.578532363,728.9037801608,697.2668366679,889.2835923028,941.0124734748,14,13,10,12,13,14,14,13,10,12,13,14
"Q9H6V9",1,-12.4881231441,-13.4935382464,-12.6235830945,-13.5751351877,-13.4615755489,-12.6380309334,-21.5608617031,-22.4915542152,-21.6270523815,-22.4840882156,-22.4554059563,-21.6394311371,2,1,2,1,1,2,0.9999,0.8601,0.9992,0.9991,0.9986,0.9999,267.8262732251,151.5359861244,310.8679209621,151.0420267782,148.5352615363,302.3830710301,3,1,4,2,2,3,3,1,4,2,2,3
"Q9H6W3",1,-14.4680077828,NA,-13.6034677332,-14.5550198264,-14.4414601876,NA,-23.4245972787,NA,-23.2191689,-23.7410615356,-23.8243825378,NA,1,NA,2,1,1,NA,0.8568,NA,0.9996,0.9995,0.9972,0.8991,145.1401389352,NA,203.3647834371,124.648139357,113.4230233362,NA,1,NA,2,2,2,2,1,NA,2,2,2,2
"Q9H6Y2",1,NA,NA,-12.8604877685,-12.227077361,-13.6984802229,NA,NA,NA,-21.6233134357,-21.1000669298,-23.2541271977,NA,NA,NA,2,3,1,NA,0.9909,0.4109,0.9989,1,0.9387,0.9911,NA,NA,367.2965563217,464.5635580745,100.6250076528,NA,2,1,2,4,1,2,2,1,2,4,1,2
"Q9H6Z4",1,-11.9691040662,-12.7114847627,-14.4264921115,-11.793081704,-13.2644845659,-12.8559774497,-20.7469884669,-21.1803742279,-22.8377551249,-20.416337128,-21.5406521702,-21.7766809342,5,3,1,6,2,3,1,1,1,1,1,1,821.3970387957,656.0243857984,234.3245356198,1104.7209841217,488.5371465167,479.6681315716,10,8,5,10,8,8,10,8,5,10,8,8
"Q9H714",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,NA
"Q9H773",1,-10.9682556716,-12.5586332746,-12.6886781227,-11.0552677152,NA,-10.7031259616,-19.9502258404,-21.1310395643,-21.4918007512,-20.233924165,NA,-19.8702001587,3,1,1,3,NA,4,1,1,1,1,1,1,427.8272522664,203.5340429285,178.5896420413,375.8635743154,NA,539.1562296672,8,8,10,7,7,9,8,8,10,7,7,9
"Q9H792",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
"Q9H7B2",1,NA,NA,NA,-13.4882271225,NA,NA,NA,NA,NA,-22.5391435582,NA,NA,NA,NA,NA,1,NA,NA,0.9972,0.2911,0.2942,0.9999,0.3348,0.9236,NA,NA,NA,136.8871118796,NA,NA,3,1,2,3,2,3,3,1,2,3,2,3
"Q9H7B4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3579,NA,NA,0.4242,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0,1,NA,NA,1,NA,0
"Q9H7D7",1,-13.5123336977,-13.5177488,-13.0628311473,-13.5993457413,-14.4857861024,-13.662241487,-22.3729920825,-22.3096872908,-21.4739961584,-21.6620346312,-22.9769378518,-22.2981263639,2,2,3,2,1,2,1,1,1,1,1,1,310.2384858298,349.6079320112,703.0213615051,543.0986085099,210.45096404,389.5727317448,8,6,6,5,4,6,8,6,6,5,4,6
"Q9H7E2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"Q9H7E9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8479,0.5839,0.7992,0.921,0.8366,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1
"Q9H7L9",1,NA,NA,NA,NA,NA,-13.6512870301,NA,NA,NA,NA,NA,-22.8565554175,NA,NA,NA,NA,NA,1,0.7948,NA,NA,0.79,NA,0.9457,NA,NA,NA,NA,NA,131.2674471666,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1
"Q9H7N4",1,-13.9164167401,-13.9218318424,-15.6368391912,-15.5883912844,-14.4748316456,-15.6512870301,-23.0707060036,-23.1008363353,-25.0435844127,-25.0148763362,-23.7771614336,-24.9922694495,3,3,1,1,2,1,1,1,1,0.9976,1,1,379.660337086,401.008944437,117.5297358924,105.512798455,239.8788696519,119.4821544127,5,6,3,4,4,5,5,6,3,4,4,5
"Q9H7Z6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5832,0.8122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1
"Q9H7Z7",1,-13.7022479494,-12.7076630518,-13.8377078998,-13.7892599931,-13.6757003542,NA,-22.3203665118,-21.1932675999,-22.3031354588,-22.5310499174,-22.3958809478,NA,1,2,1,1,1,NA,0.9983,1,1,1,0.9998,0.9957,183.5174804787,432.3116935736,225.6901535928,169.5972917964,179.5586648782,NA,2,5,4,4,4,3,2,5,4,4,4,3
"Q9H814",1,-13.7658790556,NA,NA,-12.8528910993,NA,NA,-22.6670155112,NA,NA,-21.7870949302,NA,NA,1,NA,NA,2,NA,NA,0.9991,NA,0.6894,1,0.7739,NA,150.8275105492,NA,NA,296.84282166,NA,NA,2,NA,1,3,1,NA,2,NA,1,3,1,NA
"Q9H816",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2818,0.2814,0.3019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,2,1,NA,NA,NA
"Q9H832",1,NA,NA,NA,-13.6984448299,NA,NA,NA,NA,NA,-23.0130986968,NA,NA,NA,NA,NA,1,NA,NA,0.8135,0.5562,0.3069,0.9996,NA,0.9867,NA,NA,NA,114.0170191917,NA,NA,1,1,1,4,NA,3,1,1,1,4,NA,3
"Q9H845",1,-14.4222766944,NA,NA,-14.509288738,-14.3957290992,NA,-23.2477636729,NA,NA,-23.1296206938,-23.3375550471,NA,1,NA,NA,1,1,NA,0.9862,0.4341,0.2518,1,0.9758,0.919,158.9473620974,NA,NA,184.4936422492,153.9871451583,NA,2,1,1,4,2,3,2,1,1,4,2,3
"Q9H853",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,11,10,19,11,16,23,11,10,19,11,16,23
"Q9H857",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8862,0.7001,NA,0.7133,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,2,1,NA,2
"Q9H869",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
"Q9H871",1,NA,NA,-12.8903119838,-12.8418640771,NA,NA,NA,NA,-22.0624074836,-21.8509979854,NA,NA,NA,NA,2,2,NA,NA,0.538,0.9965,0.9991,1,NA,0.7594,NA,NA,276.5759167612,281.8190524188,NA,NA,1,2,2,3,NA,1,1,2,2,3,NA,1
"Q9H8H0",1,-12.3117471017,-14.6390902989,-13.1841726463,-12.3987591454,-13.0221651007,-12.7835829859,-21.2749070648,-23.4146050389,-22.0219128354,-21.2249990458,-22.1682240748,-21.649590215,5,1,3,5,3,4,1,1,1,1,1,1,722.4031501391,176.8053178895,523.0661278664,799.7733736606,400.9825332222,664.2702700647,9,8,10,16,12,12,9,8,10,16,12,12
"Q9H8H2",1,NA,NA,NA,-14.9638546015,NA,NA,NA,NA,NA,-23.6048611308,NA,NA,NA,NA,NA,1,NA,NA,NA,0.5115,NA,0.9177,NA,0.8332,NA,NA,NA,181.8686059739,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
"Q9H8M7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6835,0.2402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
"Q9H8W4",1,NA,NA,NA,-13.1908412119,NA,NA,NA,NA,NA,-22.6565544385,NA,NA,NA,NA,NA,1,NA,NA,0.982,0.6337,0.2871,0.9918,0.9864,0.9628,NA,NA,NA,102.6824646674,NA,NA,2,2,1,2,3,3,2,2,1,2,3,3
"Q9H8Y5",1,NA,NA,-14.7831129245,-14.7346650178,-14.6211053789,NA,NA,NA,-23.7724344774,-23.930782177,-23.7357718367,NA,NA,NA,1,1,1,NA,0.9755,0.8091,0.863,0.995,0.9952,NA,NA,NA,156.9657159906,123.7806581157,136.6011292401,NA,2,1,1,2,2,NA,2,1,1,2,2,NA
"Q9H8Y8",1,-12.3790436979,-12.9694213009,-12.099466149,-12.4660557415,-12.3524961026,-13.1139139879,-21.2348655652,-21.7213620424,-21.0600819277,-21.4523410609,-21.2455105271,-21.9826967413,3,2,4,3,3,2,1,1,1,1,1,1,466.9204205268,359.4361880623,640.4807713481,429.4768112989,477.8586533445,331.4967721394,3,3,4,3,4,5,3,3,4,3,4,5
"Q9H900",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9976,NA,0.3196,0.7923,0.9587,0.6796,NA,NA,NA,NA,NA,NA,3,NA,1,2,3,2,3,NA,1,2,3,2
"Q9H910",1,-11.7136828445,-11.7190979468,-10.8491427949,-11.2157323874,-12.6871352493,-11.2786281331,-20.2638749341,-20.2915143227,-19.5444129798,-19.8251937814,-21.6296109769,-20.00929948,2,2,4,3,1,3,1,1,1,1,1,1,384.7293684579,407.0652399677,769.8091675603,557.6671011515,153.9178060482,547.200189481,5,8,9,6,9,9,5,8,9,6,9,9
"Q9H930",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9975,1,0.9981,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1
"Q9H936",1,-13.4792175909,-13.4846326932,-13.6146775412,-13.5662296345,-13.4526699956,-13.6291253802,-22.2557084677,-22.0752367966,-22.2562996643,-22.4085921723,-22.3206785091,-22.2714525393,1,1,1,1,1,1,0.996,0.9971,0.9999,0.9998,0.9748,1,164.4381647174,200.9828366753,199.7435495463,158.1770747266,162.071155861,193.9184962982,1,4,5,3,1,5,1,4,5,3,1,5
"Q9H939",1,-13.5275315286,-13.532946631,NA,-13.6145435723,-13.5009839334,NA,-22.7661455041,-22.6117031329,NA,-22.6645828798,-22.6636047596,NA,1,1,NA,1,1,NA,0.9999,0.9999,0.9163,0.9999,0.9997,0.7665,119.3684917913,143.288209932,NA,136.9703616639,132.1352182049,NA,5,4,2,3,3,2,5,4,2,3,3,2
"Q9H944",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7512,0.9563,0.9178,NA,0.3247,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,1,NA,2,2,3,NA,1,NA
"Q9H967",1,-13.4338460831,NA,-14.5693060335,NA,-13.4072984879,-14.5837538724,-22.3425707461,NA,-22.8176391983,NA,-22.1280210023,-23.3405893339,2,NA,1,NA,2,1,1,0.8659,0.9997,0.3118,0.9999,1,300.0725580692,NA,262.3400135354,NA,358.9824595227,179.1219469386,4,3,5,1,3,6,4,3,5,1,3,6
"Q9H974",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2583,0.8482,0.4163,NA,0.7726,0.8244,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,1,1,NA,1,1
"Q9H993",1,-13.9284620817,-13.9338771841,-13.0639220321,-14.0154741254,-13.9019144865,-14.078369871,-22.3393904252,-22.1412110668,-21.5173992506,-22.1769898678,-22.1933755538,-22.3837445675,1,1,2,1,1,1,0.9999,0.9998,1,0.9996,0.9998,0.999,211.8594833413,262.1409110286,455.1347742273,253.5705703195,241.6928510023,244.9356683898,3,5,7,3,5,3,3,5,7,3,5,3
"Q9H9A5",1,NA,NA,NA,NA,NA,-14.8328938366,NA,NA,NA,NA,NA,-23.9482660562,NA,NA,NA,NA,NA,1,0.9493,0.7067,0.9828,NA,0.7735,0.9986,NA,NA,NA,NA,NA,139.7071014633,2,2,2,NA,3,2,2,2,2,NA,3,2
"Q9H9A6",1,NA,-14.3828620153,-14.5129068633,NA,NA,-13.5273547022,NA,-22.8503745377,-22.6945568728,NA,NA,-22.2896820563,NA,1,1,NA,NA,2,0.9967,0.9995,1,1,1,1,NA,218.8836033616,274.7502944952,NA,NA,356.8827628212,4,4,5,6,9,8,4,4,5,6,9,8
"Q9H9A7",1,NA,NA,NA,-14.5185516594,NA,NA,NA,NA,NA,-23.5579835414,NA,NA,NA,NA,NA,1,NA,NA,0.3798,NA,0.5914,0.9619,NA,0.803,NA,NA,NA,137.9811485658,NA,NA,1,NA,1,1,NA,1,1,NA,1,1,NA,1
"Q9H9B1",1,-15.4859019042,-15.4913170065,-15.6213618545,-15.5729139478,-15.4593543089,-14.6358096935,-24.7684929251,-24.7361403479,-24.9020438087,-25.122349075,-24.9116318941,-23.5910695505,1,1,1,1,1,2,0.9993,1,0.9999,0.9997,1,1,115.7847325512,127.7083686321,128.261579868,96.893240575,108.0993825472,312.2102102915,2,4,7,3,7,9,2,4,7,3,7,9
"Q9H9B4",1,-11.8897816136,-12.4801592166,-12.0252415639,-12.5617561579,-11.8632340183,-12.0396894029,-20.5360014169,-21.2327893797,-20.9377689508,-21.1949113437,-20.7861535815,-21.0592586722,3,2,3,2,3,3,1,1,1,1,1,1,539.9323841225,359.2644650938,496.6419581441,365.7221157135,468.0552394173,447.8981810623,7,7,7,6,8,8,7,7,7,6,8,8
"Q9H9E1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3043,0.3229,NA,1,0.2697,0.2509,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,NA,1,1,1
"Q9H9F9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4313,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"Q9H9G7",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9993,0.946,0.9999,0.967,0.9943,1,NA,NA,NA,NA,NA,NA,2,1,3,0,0,2,2,1,3,0,0,2
"Q9H9H4",1,NA,-12.3040604475,NA,NA,-13.27209775,-13.4485531345,NA,-21.4194648239,NA,NA,-22.8309278149,-22.879714045,NA,2,NA,NA,1,1,NA,0.9992,0.9981,0.7845,0.9979,0.8726,NA,279.3883824833,NA,NA,100.4032384179,112.2423146488,NA,2,2,1,2,1,NA,2,2,1,2,1
"Q9H9J2",1,-11.9339041668,-13.5242817698,-12.6543266179,-11.6058787112,-13.4923190723,-12.6687744568,-20.4034642507,-21.9634782238,-21.8656101505,-20.134878779,-21.9018491411,-21.274146638,3,1,2,4,1,2,1,0.9966,1,1,1,1,610.2661073327,223.2221134156,269.1643802989,786.2036104559,222.700654624,397.899860948,6,4,6,7,4,5,6,4,6,7,4,5
"Q9H9L3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Q9H9P8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,0.7764,0.776,0.2375,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,1,1
"Q9H9Q2",1,-13.1882213555,-13.1936364579,-13.3236813059,-13.2752333992,NA,-13.3381291448,-22.0252582279,-22.0196289695,-21.8511730477,-22.2749075058,NA,-21.9586860427,1,1,1,1,NA,1,0.9886,1,0.9991,0.9966,NA,0.9996,157.6799451546,170.72613163,216.1869285637,141.8365106938,NA,196.8669153496,2,3,2,2,NA,2,2,3,2,2,NA,2
"Q9H9Q4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"Q9H9S4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,1,1,1,1
"Q9H9T3",1,-14.239224259,NA,-14.3746842093,-14.3262363026,-14.2126766637,NA,-23.496248622,NA,-23.5082971812,-23.3373915562,-23.2919455607,NA,1,NA,1,1,1,NA,0.9993,0.9987,1,0.9995,0.9999,0.9997,117.8548956641,NA,142.026295743,140.7122375501,139.9941916257,NA,5,5,6,4,5,7,5,5,6,4,5,7
"Q9H9Y6",1,-15.2923038183,-15.2977189207,-14.4277637687,-15.379315862,-14.2657562231,-15.4422116077,-23.5976584076,-24.3479854855,-23.0566247492,-23.4049948359,-22.6017726904,-23.5891393418,1,1,2,1,2,1,0.9998,1,1,1,1,1,227.9443204345,146.1459493663,403.036376461,278.6055664725,468.6852526093,273.3690361902,4,5,9,8,5,3,4,5,9,8,5,3
"Q9HA47",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1
"Q9HA64",1,NA,-13.4207053664,NA,NA,NA,NA,NA,-22.3078012112,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.7645,0.999,0.9898,0.8994,0.5582,0.8604,NA,163.6462523168,NA,NA,NA,NA,2,4,2,2,1,3,2,4,2,2,1,3
"Q9HAB8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2864,NA,NA,0.203,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,1
"Q9HAF1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"Q9HAN9",1,-12.267948548,-12.2733636503,-12.4034084984,NA,-12.2414009528,-12.4178563373,-21.742918223,-21.7673457352,-22.0645290275,NA,-21.7040122967,-21.9652240924,2,2,2,NA,2,2,1,1,0.9999,0.9931,1,1,202.6607040516,214.9042960604,197.0621234115,NA,214.6557060963,207.1118098836,2,3,4,2,3,3,2,3,4,2,3,3
"Q9HAS0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"Q9HAU0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3089,NA,0.2994,0.6757,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,1
"Q9HAU5",1,-15.4567101914,-14.4621252938,NA,-14.5437222351,-14.4301625962,-14.6066179808,-24.1666067186,-23.1273111347,NA,-23.0705471225,-23.1499972914,-23.056880099,1,2,NA,2,2,2,1,1,0.9991,1,1,1,172.2064911788,381.7135942795,NA,393.6949397629,359.2034415126,443.064107053,5,4,4,3,5,6,5,4,4,3,5,6
"Q9HAV0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9622,0.8568,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,4,6,4,5,1,1,4,6,4,5
"Q9HAV4",1,-11.6770071948,-12.2129370138,-11.9279443626,-12.0050273379,-11.6504595996,-11.9423922015,-20.3049306467,-21.0149956127,-20.6654047901,-20.7558389067,-20.3664889716,-20.7986289709,13,9,12,11,13,12,1,1,1,1,1,1,2369.5682636034,1562.2384954108,2242.8684659077,1853.9405882405,2340.9889408905,2006.3526589583,28,18,26,25,32,28,28,18,26,25,32,28
"Q9HAV7",1,-11.9053784686,-12.9107935709,-11.040838419,-12.9923905123,-12.8788308734,-11.4703237572,-20.728976387,-21.4506077585,-20.060075652,-21.7173021596,-21.5254310283,-20.1911480762,2,1,4,1,1,3,1,1,1,1,1,1,318.311247137,208.1844367011,614.9775750288,171.5930843351,188.9540855593,550.9478465022,7,8,7,7,5,6,7,8,7,7,5,6
"Q9HAW4",1,NA,NA,NA,NA,NA,-15.6806752708,NA,NA,NA,NA,NA,-24.4431365024,NA,NA,NA,NA,NA,1,0.2778,NA,NA,NA,NA,0.9492,NA,NA,NA,NA,NA,178.4248233803,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
"Q9HB21",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"Q9HB71",1,-9.6547891554,-9.6602042578,-9.4117374826,-10.063729294,-9.4907380365,-9.219734444,-17.9191430467,-18.3294661908,-17.8701642515,-18.1959633207,-17.988672697,-17.621331267,10,10,13,8,11,15,1,1,1,1,1,1,2345.1531824393,1903.1832441433,2948.2439241657,2070.1580759849,2304.102233646,3436.9842814117,24,25,26,22,26,30,24,25,26,22,26,30
