"protein_group","number_of_peptides_OEI06439","number_of_peptides_OEI06441","number_of_peptides_OEI06443","number_of_peptides_OEI06445","number_of_peptides_OEI06447","number_of_peptides_OEI06449","number_of_peptides_OEI06453","number_of_peptides_OEI06455","number_of_peptides_OEI06459","number_of_peptides_OEI06461","number_of_peptides_OEI06463","number_of_peptides_OEI06465","number_of_peptides_OEI06467","number_of_peptides_OEI06469","number_of_peptides_OEI06471","number_of_peptides_OEI06473","number_of_peptides_OEI06475","number_of_peptides_OEI06477","number_of_peptides_OEI06481","number_of_peptides_OEI06483","number_of_peptides_OEI06485","number_of_peptides_OEI06487","number_of_peptides_OEI06489","number_of_peptides_OEI06491","number_of_peptides_OEI06493","number_of_peptides_OEI06495","number_of_peptides_OEI06497","number_of_peptides_OEI06499","number_of_peptides_OEI06504","number_of_peptides_OEI06506","number_of_peptides_OEI06508","number_of_peptides_OEI06510","number_of_peptides_OEI06518","number_of_peptides_OEI06520","number_of_peptides_OEI06522","number_of_peptides_OEI06526","number_of_peptides_OEI06528","number_of_peptides_OEI06530","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","log_fold_change_","differential_abundance_pvalue_","differential_abundance_qvalue_"
"Q16740",NA,2,1,NA,NA,1,NA,NA,NA,1,2,1,NA,NA,1,2,2,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,1,18.6447678018687,17.9711503877836,18.4245642283211,19.2313341439318,19.7360359727999,17.1274281665861,17.8611155700817,19.6606863176849,19.2478880750755,17.878133795385,18.109966770506,17.0702896523124,19.3550078164548,16.9362794742046,19.2296893132219,17.7256177365787,18.0678672471426,18.9294368019599,17.543980013659,18.3164580776753,19.2434324037208,17.7845602912969,18.6552587324919,18.6635583419707,17.2897375551565,16.9566620753898,16.8336279628681,17.5400134529266,18.7540314085101,18.1396091294428,15.6287526712819,16.3155172086822,18.8590569960951,16.9506687090843,17.7372892524674,18.4440409508813,19.0018865717144,17.558040020237,-4.42996338371045e-20,0.999999999703969,1
"Q96M27",2,5,2,3,3,4,2,1,2,2,3,4,3,NA,3,4,3,2,2,3,3,1,3,3,4,4,3,4,3,2,3,3,2,1,2,2,2,2,19.109377114069,20.1705961759899,18.8283675840741,20.2929948807526,21.2587325158446,17.3669420858116,18.4192396379226,20.0052929431146,20.2382992075942,19.1042486359123,19.052746484563,19.3987609454293,19.7804293658341,20.0806426378075,19.90715264757,17.6496842224709,20.3846248545684,19.423012619657,18.7062249929838,17.926847522129,20.327959578597,19.4505454168614,18.8043502958648,18.9963450898488,19.5084048057614,18.9999084014267,18.7414123174834,18.1316132375045,19.4550295273126,19.6806694186855,18.8984398454797,17.7493603299425,19.8462526716631,18.9176343901392,18.7655822519446,19.0597192387518,19.3327157202088,18.2900736025741,-0.306264511781944,0.0150881720814859,0.0381749806538402
"Q15363",2,NA,2,1,2,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,3,NA,NA,2,2,NA,NA,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,16.2045725599031,17.7949307439161,15.5801694916974,17.606577105674,19.4961744620521,-Inf,-Inf,16.30809762902,18.876806381874,17.2388872657421,16.2129129973495,17.9826833155087,17.0498343792746,18.6717838195959,17.3771185495997,14.2931725738515,18.3066646918576,14.6885932372193,16.1874666101246,-Inf,17.8081874085687,17.9301828153005,17.6483221662287,18.1272507596299,17.3529537366178,15.1263781674703,14.6392641548355,15.1443829665426,17.3051737118877,16.2998961506258,-Inf,15.7995991555575,-Inf,16.1243132926251,17.3989048157834,18.0724599485065,15.8399744695435,15.575926025026,-0.310582787009215,0.100366037379606,0.183098999869095
"O43169",NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,2,2,NA,NA,NA,NA,NA,2,2,17.5716551306403,16.1264139457174,15.2867100581368,17.7864293271686,17.1510977589176,15.7522397085606,15.4455246979582,16.8071312384745,19.3871624453461,17.1201677933481,16.0566329146203,17.6583840399771,18.9954375012833,15.7063803104376,14.4534272920502,17.6641237171451,17.890340669533,14.5368428944196,15.1391140479321,15.5016491372742,16.5070365179081,17.6069523233948,17.131562273926,18.050002327695,16.6431368376432,15.2031801765324,14.733329283403,16.2922158434246,17.0885580831205,16.766783610625,17.1107118442846,17.0193376624709,-Inf,-Inf,16.7690720413692,17.8964037625601,17.3991711313215,13.941076471154,-0.176113171069512,0.325467608435969,0.502012809365916
"Q96E17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6672690041424,-Inf,14.6045266212726,-Inf,15.8257168785304,-Inf,-Inf,14.5535440254322,15.6765406180751,-Inf,-Inf,18.0697640928205,-Inf,-Inf,-Inf,15.2372524122175,-Inf,-Inf,-Inf,-Inf,16.4548693246036,-Inf,-Inf,-Inf,15.9353303853191,15.6008086831949,-Inf,-Inf,-Inf,-Inf,14.292018159423,-Inf,-Inf,15.5647954110309,-Inf,-Inf,-Inf,-Inf,-3.93448321528399e-21,1,1
"P20337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2892093395271,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,15.8744412408226,-Inf,-Inf,-Inf,-Inf,14.5689750193662,-Inf,-Inf,-Inf,-Inf,-Inf,16.2603755241645,-Inf,13.9314650904175,-Inf,-Inf,15.3343265236333,-Inf,-Inf,-Inf,14.7473107695877,-Inf,-Inf,-Inf,-Inf,-2.42589691626002e-21,0.999999999992989,1
"Q9Y295",2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,18.0406848631136,17.5807839820352,17.3572372052529,18.5282847258178,20.1194432208939,15.6324382818737,15.9714827534134,17.5063953419292,18.6378306014921,17.3725435871091,14.9094615503332,17.0336945995773,18.3375923760558,16.2053844822154,16.6248174527863,16.5436745818474,18.0900988359395,15.6663730114642,16.8518620625319,16.5948548726791,17.5415373426903,17.0569373431439,17.8060871822909,16.447566506716,17.0541192631813,16.548637761062,16.4795041193593,15.9825855908193,17.3838181801272,17.5639190034615,16.7270799776075,15.8758498260133,16.6879558997516,16.0675702605373,16.0413291477967,16.8553672964776,15.3313973721615,14.9289313137486,-0.453209889720605,0.000125214877530258,0.00066180408278203
"O15260",3,NA,2,2,3,2,2,2,1,NA,1,NA,3,2,1,NA,2,NA,3,1,1,3,NA,NA,2,2,2,3,2,1,NA,NA,1,2,1,2,2,1,16.3728649319362,17.0940641672187,16.0059131394712,18.2859876872305,20.5133777704751,15.1537063510602,-Inf,14.5751256984888,18.7184440009241,16.30153175632,17.1322315532296,16.8909648761223,18.2099131475853,16.978532387152,14.6844838478747,16.3946737304353,18.447119490029,13.5651025278259,16.143068728419,16.3771425423367,17.6831744556629,18.2727182038362,17.8414128874268,17.9744422662667,17.718616128376,15.31847231519,16.3147513086591,16.3208881882558,16.7259354976073,17.6990962655082,11.92118016028,16.887943635972,13.3881600832405,16.9239773831264,17.4875223421549,17.3015777348297,17.5875552768914,16.207788771762,-0.720988426554392,0.0186609458869615,0.0452974081978663
"Q9Y266",NA,2,3,NA,NA,NA,1,NA,NA,3,NA,4,5,3,3,3,NA,2,4,2,1,1,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,NA,1,NA,3,1,19.0645122377731,17.2636712327518,17.0940280714446,17.9919146552979,18.1793299324611,14.9165618951996,17.001423183507,18.6294259984964,18.7255291713231,16.6529421585132,16.1553499849167,16.5539549380642,18.1484572611564,17.1626752525013,18.2185778321855,17.3521702865077,17.3592359480834,16.6795119533192,17.0562682316761,17.6807415997767,17.1324683902954,16.7146551698135,17.5255617489893,17.9097296424188,17.6049993997934,16.6172174403365,16.4622025461956,-Inf,17.4438019538414,17.60165037828,15.2952489512632,15.1624867826735,18.6395911865909,16.7094198364187,15.9129231633698,17.2889505194495,17.1998934574535,15.7483971707742,-0.121726315643215,0.219007316750225,0.356515473664658
"O95255",4,NA,3,4,NA,2,NA,5,NA,NA,2,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,-Inf,17.0108528262941,16.95414005292,18.9356809629193,16.2423248796553,16.9269118978646,-Inf,-Inf,18.9007059261737,17.5705986030213,17.2873894472248,14.4970766832659,16.7119540251228,17.7944878412615,-Inf,17.9229272734381,15.9089599031681,-Inf,14.9429300674262,16.8414875084334,17.2395466202163,18.6501882086903,17.6614466857883,17.5528614940394,17.2345918844807,-Inf,16.7330828149947,16.9295747554434,17.1749190426974,-Inf,14.947693652161,16.9843616738,-Inf,16.0118498352027,16.8760240015074,17.2173311286066,17.91644118314,16.3273136368701,6.84202298042846e-12,0.999996301380369,1
"O14818",5,6,6,5,4,4,5,6,6,6,6,7,5,7,5,5,6,5,5,4,5,5,5,4,5,5,5,4,5,6,4,4,5,4,2,5,5,6,20.8457439727245,20.6836955602641,19.5312915935286,20.8214010145661,21.1626615393921,19.3852949566008,20.5858959283322,21.5160643597365,20.6431340706291,20.4313063000421,20.2002141686015,19.7893011698144,20.1708688702039,20.6601480845839,21.1435055339356,20.3613563569341,21.4926256253428,20.7589628274807,19.564448693321,19.9246383135912,21.048849221752,20.7112029728803,19.8801112285793,20.5422849917417,19.918428270227,20.6975808658294,19.2820858063813,19.9375810853539,20.5807093841182,19.6649041320687,18.880701379686,19.7940824231822,20.9842218507296,20.006865857802,19.8848307648842,20.6969060090078,20.1727490237419,19.3599986032107,0.258061506875906,0.00370481287662279,0.0118094500377309
"Q14739",1,NA,2,2,3,2,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,NA,15.2455532808911,16.4522668943104,15.1057391758821,17.7280537347677,19.747437157838,14.3850034116712,-Inf,-Inf,17.5916604789196,-Inf,-Inf,-Inf,17.5099735744855,16.9124104475439,-Inf,17.2841410997736,-Inf,-Inf,16.2805936108287,15.207180794277,-Inf,16.8351376084807,16.5986299599082,17.4468852668766,17.3106612111611,-Inf,13.6001831768875,16.0548569730377,16.6812047407313,18.673081879375,14.1185447475034,16.3903290272728,-Inf,15.4878498556382,13.8695188422446,16.050577169551,16.6450186239364,14.693061155939,-0.137714210250901,0.474261041154069,0.695989079666499
"Q9NR45",5,6,3,4,7,3,7,4,4,4,5,5,6,4,5,4,5,5,5,7,6,5,6,5,5,5,4,4,6,3,5,6,5,4,5,5,5,5,20.7639259799115,19.8591069727931,19.8830715752235,21.1832859054983,21.9286245472687,18.562956537267,19.2029042808084,20.3304552409454,19.5099839195681,20.0374639215453,19.4358386604932,20.2809862215753,21.0162258700865,22.4903176337401,20.1395651646131,19.4314718176721,21.4753408855159,19.5414690464064,19.3475867762784,19.8110464389878,20.779654141918,19.8831200173455,19.2940745249996,19.9308321466974,19.6287867434958,20.2102786121938,19.4665916286692,19.0753255456157,19.6654931165778,19.7994872119064,18.7885804506536,18.4580662357185,20.0046370326648,19.3897508415915,19.843703903389,19.7862050420014,19.7233301421847,18.8888440857446,-0.291380270546095,0.0666928774041815,0.128390033654492
"Q9BW92",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,-Inf,18.1681394000751,15.8391157061403,15.6800951009788,18.2569264222807,14.9318319970145,16.1723391568251,16.8575572277226,18.7947485111249,17.6658643061661,16.5821929898511,17.387826108362,18.4200965584614,16.8224680515682,-Inf,16.61570105739,16.2542355003503,-Inf,14.8428518504965,17.0800340319387,18.5581459472406,16.8271877600789,17.2583928711228,16.7952394598915,16.6313774942898,15.897284689244,17.0813961753707,16.9098388072589,17.4948369072842,16.367079765107,17.7549504211839,15.4633846483211,-Inf,17.5802805754764,16.4090263019909,17.1508462030932,16.9889684867409,15.9786507209771,-4.86387339077923e-09,0.999893802551833,1
"P17612",4,NA,2,3,5,1,3,2,NA,NA,3,NA,3,1,2,NA,3,NA,1,2,3,1,NA,3,NA,3,2,2,1,2,1,NA,2,2,3,3,3,2,18.6873117368579,17.9611978324052,16.8552528778605,19.474153406003,21.0366317216863,16.9496289775717,14.5921013806291,16.1370545222467,18.5293474447807,17.695237651434,17.7392140557374,17.3646969410989,18.1530884481144,17.9372813211496,16.4296849421084,17.6199813668893,19.0085782731255,15.1822608050783,17.455170858599,16.8805085963889,18.8509223362849,18.1173009164456,18.7178428523661,18.4739316960194,17.3653964742562,17.2297461651519,17.5779689937399,16.8541657136035,17.9161798443525,17.4137087688509,16.3043585025304,17.3649978387042,15.0517465562035,17.9182074471694,17.425488622575,17.5625475288848,19.0423058190721,17.1051357174031,-0.461282767774428,0.0123027917063691,0.0320184047446771
"Q9BV20",2,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0713734581548,15.9429457168027,14.947798644498,17.0999084573486,17.5042594322887,15.3183088239936,16.42401404557,16.538214407116,17.4695844522099,16.2355248467147,16.2583435860201,16.8635881729329,15.580661259736,16.1369379292988,16.3749067332351,14.4844474874478,17.2946859041308,15.3768557627625,16.1519228365836,16.3162914132362,16.7010358415225,16.5305434145928,16.3978186308579,14.9985211373977,15.4046471020173,13.3901408519611,15.3562925399002,15.8220460831807,16.8200100259902,14.2487898615853,14.100205091869,15.4916932631825,16.6467753996398,16.1424097814078,16.2089469193845,16.1402152262687,16.0120550140236,15.4777822090676,9.10286208158799e-09,0.999904362690518,1
"Q9UBX3",3,3,4,4,4,3,4,4,4,3,3,3,3,4,4,3,4,4,1,4,5,2,4,4,2,5,4,3,3,4,3,4,3,3,4,4,3,3,17.6514479053297,18.8287889055534,18.8871264523482,19.5760997728214,20.8001488621468,17.7881889622298,18.7903939862066,19.1075247608528,19.9874397499991,18.9188351758765,19.6248421594492,18.7645407368325,18.6718309930887,19.0120632434745,18.8629591707231,18.8300095207238,20.0469658831555,19.3220627503021,18.498991437136,19.0249553787796,20.3034762603129,19.6324729211253,18.80371153389,18.7233506623446,18.3407883068083,19.8007549521392,19.7863669038331,19.5087478298178,19.9508150594157,16.541365678968,18.1361295731033,18.6099953574813,18.9522061096336,19.4469459778546,19.1210874453966,19.6279846952867,18.9554482852046,19.3407241473437,0.244694536402401,0.142992239053113,0.247091159626615
"O94925",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,19.9736726402735,-Inf,14.4009246639872,16.4590595059255,18.981640002139,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,14.9714802481069,-Inf,-Inf,-Inf,-Inf,16.3149257289472,-Inf,-Inf,13.978501840589,13.2520717419205,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,18.4278126318118,-Inf,-Inf,-Inf,14.6612174303808,-Inf,-Inf,17.7851796339158,-Inf,-1.02188954645001,0.206633576825586,0.340688559706019
"Q8N8S7",NA,NA,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,11.9588034688581,12.9116099596298,14.9006778088678,14.7120644325042,18.7554644173714,-Inf,13.4038472147179,-Inf,14.1070480425509,13.226468136091,-Inf,-Inf,11.6827299352868,15.7439311141899,-Inf,13.1641449616228,16.7951151627245,-Inf,13.8159221266402,-Inf,-Inf,-Inf,-Inf,-Inf,15.436852203401,-Inf,13.587864873809,-Inf,14.3093936417445,17.7784284961189,14.5657858618969,-Inf,-Inf,11.1564976891606,-Inf,-Inf,14.3444363007261,-Inf,-0.699569352933439,0.105269382696157,0.190522756006425
"Q5XKP0",1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,2,1,17.3284627707407,16.9618251442905,17.2153111214102,17.4697228873876,18.1152835061571,14.8403746485327,15.9159862184268,17.8827269761029,17.2154293073053,15.9988226360599,16.3652926423417,17.6922535322121,17.6233069040457,16.3861380303521,17.1013137901137,18.9571302118378,17.948869804695,17.086024075304,16.2588850886213,16.8079708199939,17.4679722202415,17.0947556178655,17.109661459765,16.8270278195257,15.5086347932464,14.9575577907514,16.7629491587694,15.0557973800414,17.8915815040727,14.0513951787173,15.7446966813178,15.3580354513578,17.1542988061787,16.2554319211631,16.4778024409622,15.6132527355161,17.1558846588767,15.6666766003758,-2.09373716467698e-19,0.999999999251628,1
"Q9H227",NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,NA,NA,NA,4,NA,3,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,15.8443244453341,15.675184779155,15.9741989105884,-Inf,-Inf,17.6495412288017,-Inf,-Inf,-Inf,16.5044815374042,16.9257662955981,-Inf,16.4921031578816,-Inf,-Inf,18.2902103210453,15.6190821124138,-Inf,15.3863318224985,-Inf,18.0333444597804,15.0099846580696,16.8206784749762,16.9238573223282,-Inf,-Inf,16.472520012855,17.2729526531082,15.1911893987961,-Inf,17.1213081940792,-Inf,15.0639918270617,6.47663858689401e-20,0.999999999818246,1
"P07951",1,1,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,NA,1,NA,NA,NA,-Inf,13.9729320275701,-Inf,17.8390093780267,17.8915972788741,14.4392066986895,-Inf,16.7627381853702,-Inf,-Inf,12.2835783177604,-Inf,-Inf,-Inf,15.7448362309536,-Inf,14.9777919150777,-Inf,19.810416312385,15.8418637117734,13.9993263307123,14.6017922226812,-Inf,-Inf,14.2992181699975,16.2814618541822,15.023137398547,14.9605689952721,-Inf,14.4438993236131,-Inf,-Inf,-Inf,13.8393533328886,15.0615043435229,-Inf,16.7902912322823,10.8524440224849,-0.916710409586488,0.0516144508223155,0.103531035015298
"P12532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,18.5701581646895,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,18.4264957609015,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,14.2183504262053,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA
"O15031",NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,16.7741620566619,14.9647792584303,16.3854793709147,16.2882227746866,18.6464830346622,14.4173258665078,-Inf,-Inf,17.3898657463103,-Inf,15.2324719770701,17.5840454111014,15.850633490963,-Inf,-Inf,15.8864817241462,17.0018094659606,-Inf,15.4907792938507,-Inf,16.1059858081577,15.8172274371238,17.2521352085039,15.7417805200993,16.0498618199419,-Inf,-Inf,15.311583124263,-Inf,16.6175792257414,15.1934380168667,15.0002665045203,-Inf,-Inf,15.333301514396,-Inf,-Inf,14.3088286285431,-0.644802625557042,0.00185427058451344,0.00667667306788027
"Q14203",5,NA,NA,6,6,5,6,NA,4,4,3,NA,3,NA,2,NA,NA,NA,3,5,NA,NA,4,4,2,NA,NA,3,6,NA,2,5,6,NA,5,NA,11,3,18.7354555947614,17.4168473082884,16.8967012772404,18.6215559203319,19.7028071506602,16.2186836086011,16.447869115209,17.4647061763249,18.0364811745931,17.3215991612604,17.0059637309215,17.7162005776724,17.6232576213082,16.9739070246106,17.2345103868088,16.5350033065355,18.9508894058261,16.3508352302202,17.9654585014558,17.6620614103027,18.3268193404533,17.8604911908807,16.2622221530984,17.4798378995036,16.9021583183601,17.7442825261621,17.2591543637283,16.8398441568986,17.1733211696072,17.6767612483414,15.6551641901035,16.6474959735905,16.6632908037065,17.4983804679958,17.1796398152797,17.1791962922786,17.4185560923319,16.3247151164924,-0.276883563751753,0.0102433486871039,0.027601998559221
"O95497",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,17.3732088057156,-Inf,-Inf,-Inf,-Inf,15.0255866445375,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,16.0579178384887,17.1826196334434,15.7723371637292,16.7550322915502,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,14.0809103847116,-Inf,13.6683613118738,15.2459109931406,-Inf,-Inf,-Inf,-1.25372303943342,0.339072474308898,0.517929425838852
"P08185",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1635433043461,-Inf,14.5408495375312,17.4879693367365,-Inf,-Inf,15.5208833010634,17.6109896745648,15.8867179851882,16.1681244289984,-Inf,16.6780633753201,15.5186353932882,18.1860693450958,16.691654809713,-Inf,15.8513714370223,16.5027535620739,-Inf,17.7287329785295,15.8040536898141,15.9243548424124,-Inf,14.9469144548504,14.5427972577082,15.7083820350729,-Inf,15.902411142593,16.092573152975,16.4425286050189,-Inf,14.0825514466412,17.6987896981159,-Inf,-Inf,15.9061157737743,16.6269282571551,-Inf,-6.74511900814045e-20,0.99999999968811,1
"Q9BQ69",NA,4,2,3,NA,4,2,2,NA,4,NA,3,1,2,1,2,2,3,NA,NA,NA,1,NA,2,1,3,NA,2,NA,1,NA,2,NA,1,2,2,NA,2,17.9337574156898,18.3947279195565,16.6551481228339,15.4513783300692,17.5505141157076,16.5031086888815,18.24565346451,19.0359073785013,19.4893600385071,18.3914360755847,18.6386732706209,18.7997822312349,18.6841959921081,16.9805176390725,18.9348691486701,18.4138882512929,19.7061411816447,18.2367952627192,18.5768454448911,17.9631813217298,19.1796314625488,19.1531111452608,18.4837141826708,19.1416623753728,16.7031446590516,18.5088284640572,18.9128050260545,18.4264224986839,19.6481307455577,17.6303478121836,16.9733871798831,17.843919885721,18.8065033497552,18.4102904655069,18.3838305970456,18.787096535586,17.918886776438,17.9297217562631,1.99689246868445e-10,0.999974706448409,1
"Q16850",NA,NA,NA,2,2,4,1,4,2,NA,NA,NA,1,3,5,NA,7,NA,NA,NA,3,1,3,1,NA,1,1,5,9,3,1,NA,2,NA,2,NA,1,NA,17.1872384970216,18.2383084234859,18.3182781601894,18.3842738598848,19.9833238103082,16.9608096164155,13.4522196643621,15.6624106347556,16.7160171241222,16.4088300070355,16.4981187611156,17.6438764972898,17.5860300603319,19.0203699695499,15.1688830694508,17.4957115319367,18.8224306438507,12.6384108439278,17.0982288052335,17.71344710924,18.157163141747,18.1909305509516,19.3301696285967,19.7792059797187,19.6485696324991,16.7446691418664,17.8213301852849,18.2471428253717,18.8416893140352,18.2112530912976,16.4084253019828,17.7164502659812,-Inf,-Inf,17.8866134702757,17.6548266582175,-Inf,15.6257488094097,-0.351883260570376,0.110845099386401,0.199385410619808
"Q13442",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,18.8062779118259,15.3710961334797,14.8778305943554,18.5218030738497,19.4110991345776,16.31501061356,15.3803459546891,16.3227295349702,17.104645862888,15.3082491353099,14.1717983954736,16.932763196723,17.2944749138294,15.2292910105308,15.5383565941755,14.911185985426,18.3938714699065,17.1272830578677,16.5077379652365,14.3953425073837,17.1666267041393,14.7008605793302,16.7596662383098,16.8780579541836,15.2198963813429,14.956083943762,17.3166918749768,15.5643384116385,16.1528466065887,17.7321390540101,16.0675374708006,13.7777542119714,18.1153327198821,16.2143711218417,14.6765424606878,15.3374394516855,15.2354243524642,14.0537378316585,-0.32467952682212,0.0435069784515381,0.0895158951635102
"P10515",5,5,12,4,2,4,6,3,4,5,6,4,8,NA,3,4,5,5,2,4,5,4,4,4,7,4,4,4,3,4,10,4,3,4,3,1,7,5,19.5942180196915,19.3765021979622,18.8919335319367,19.3864632241492,19.5706978384054,17.7105537651474,18.274874144012,19.6778105574086,21.5182249451313,18.9007043918677,19.1869591150598,19.4871858743207,20.3878743948539,19.7140742406241,18.8963598754883,18.0802827589512,20.8305163452334,19.1629182565077,18.6898047801297,19.5076138868538,19.7446058922103,18.9916398721093,19.1350516670461,19.4698463163955,17.5920532741005,19.3675307234824,18.3866116665925,18.3912793552287,19.184583785913,18.2237916675221,20.5744942814763,18.0888340589085,19.06885010741,19.3703048471006,18.7095315903155,18.9079815141861,19.4870732761212,17.6997207524257,-0.349052371189175,0.05428517007841,0.107682978983356
"Q6P587",2,3,2,3,NA,3,3,1,4,1,3,2,1,1,5,4,2,4,2,2,2,1,2,5,NA,2,2,4,1,1,1,3,NA,3,3,3,1,4,17.7257084490758,19.9369907058796,19.0992707723735,18.792919371803,18.2198671371351,17.065825888637,18.218092599199,19.7357266252623,20.1612103941451,18.8364156189304,19.5096602023242,18.4164841755662,19.3989860017674,19.8058287139924,19.8348551342031,18.423116122177,19.9252911759151,19.6977076651601,18.0364213570407,19.2772568240187,19.7462344114314,19.2479660975047,18.9266680371202,19.671989398485,17.9583365359953,19.516784402061,18.4079515277318,18.2709415745538,20.1234017979635,17.264975128918,18.5673445413825,18.5384930810796,18.7937565003399,18.9834179763211,18.645058856537,19.067645281939,18.9794954395678,18.7589146164313,1.88194161239528e-20,0.999999999758847,1
