"","protein_group","number_of_peptides_OEI06439","number_of_peptides_OEI06441","number_of_peptides_OEI06443","number_of_peptides_OEI06445","number_of_peptides_OEI06447","number_of_peptides_OEI06449","number_of_peptides_OEI06453","number_of_peptides_OEI06455","number_of_peptides_OEI06459","number_of_peptides_OEI06461","number_of_peptides_OEI06463","number_of_peptides_OEI06465","number_of_peptides_OEI06467","number_of_peptides_OEI06469","number_of_peptides_OEI06471","number_of_peptides_OEI06473","number_of_peptides_OEI06475","number_of_peptides_OEI06477","number_of_peptides_OEI06481","number_of_peptides_OEI06483","number_of_peptides_OEI06485","number_of_peptides_OEI06487","number_of_peptides_OEI06489","number_of_peptides_OEI06491","number_of_peptides_OEI06493","number_of_peptides_OEI06495","number_of_peptides_OEI06497","number_of_peptides_OEI06499","number_of_peptides_OEI06504","number_of_peptides_OEI06506","number_of_peptides_OEI06508","number_of_peptides_OEI06510","number_of_peptides_OEI06518","number_of_peptides_OEI06520","number_of_peptides_OEI06522","number_of_peptides_OEI06526","number_of_peptides_OEI06528","number_of_peptides_OEI06530","abundance_hcc_1","abundance_control_1","abundance_hcc_2","abundance_control_2","abundance_hcc_3","abundance_control_3","abundance_hcc_4","abundance_control_4","abundance_hcc_5","abundance_control_5","abundance_hcc_6","abundance_control_6","abundance_hcc_7","abundance_control_7","abundance_hcc_8","abundance_control_8","abundance_hcc_9","abundance_control_9","abundance_hcc_10","abundance_control_10","abundance_hcc_11","abundance_control_11","abundance_hcc_12","abundance_control_12","abundance_hcc_13","abundance_control_13","abundance_hcc_14","abundance_control_14","abundance_hcc_15","abundance_control_15","abundance_hcc_16","abundance_control_16","abundance_hcc_17","abundance_control_17","abundance_hcc_18","abundance_control_18","abundance_hcc_19","abundance_control_19","log_ratios_control..vs.hcc.","differential_abundance_qvalue_control..vs.hcc."
"2633","sp|Q96B97|SH3K1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2634","sp|P17900|SAP3_HUMAN",NA,NA,1,NA,1,NA,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,14.7292229492485,16.8002889602681,14.7262064490977,16.5872860175467,NA,17.131486635822,NA,15.2508727757243,NA,15.5224426860172,14.9079295066464,16.4875530486159,NA,14.8158320666891,16.5405499034284,15.6919781887994,14.5625381845527,15.3717123340926,16.3308836246188,15.1863112035035,14.5061935099495,14.858176282087,NA,17.5226090381901,14.9177268351474,16.2129351913925,15.9887652237558,13.8172994781124,NA,14.3094152454875,NA,13.3326603874638,NA,14.2077022435585,14.2848233774313,15.5245493667841,NA,-0.330022218620945,0.372696186998301
"2635","sp|Q86VU5|CMTD1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0876020652119,14.0620967458731,NA,16.8898570838768,NA,17.0793583174635,NA,NA,NA,NA,NA,15.6377727916538,NA,14.2357973526565,NA,15.8859720470131,NA,14.3884088593055,NA,15.9576797658758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2218929365737,NA,-1.28560192370941,0.33711301851909
"2636","sp|P57105|SYJ2B_HUMAN",2,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,17.9725481129822,17.7955674531362,16.8244840851773,17.5094627360271,18.0278904502034,NA,17.0506762028882,NA,NA,16.125702634373,NA,17.5854275035519,16.0099215377196,16.4279365871388,17.1094427962544,NA,16.8771542199268,NA,NA,NA,NA,NA,NA,17.5131691774947,NA,17.3246097851103,16.5316056457047,NA,17.9171143490877,NA,NA,NA,NA,NA,16.5776083570998,NA,NA,NA,0.0932805495573042,0.831500575264236
"2637","sp|Q9BUK6|MSTO1_HUMAN",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1312963125865,16.0980917278216,16.6397360953689,16.6886901547692,17.2298963643031,15.5494191958606,16.6763108290345,15.1209805833454,NA,NA,NA,15.9238276896021,NA,NA,15.6203719122865,NA,NA,14.4581040974869,NA,16.5055388213228,17.1256770094881,15.2599429295756,NA,NA,NA,15.9979126851576,NA,NA,16.2996201580961,NA,15.7564909098318,NA,16.1201815716019,15.6696504928592,16.0893764078478,NA,NA,15.8904481177114,-0.726840621088847,0.130806023161173
"2638","sp|Q9Y4X5|ARI1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16.0133854889683,16.5377158795001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2732175459666,NA,NA,NA,16.7088632223524,NA,0.205893793737669,0.900632425240676
"2639","sp|Q9BSF4|TIM29_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2640","sp|Q5VT52|RPRD2_HUMAN",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0045094022109,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8354533835755,NA,NA,NA,NA,16.225481607316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.194499785577201,0.93785813482305
"2641","sp|Q10570|CPSF1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2642","sp|O95372|LYPA2_HUMAN",NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,16.4881252355327,NA,15.7030629998384,17.8568964772847,NA,17.2392975634866,NA,NA,14.4158678401757,15.3736189867644,NA,NA,NA,15.6202255541137,NA,15.8021896821084,NA,NA,17.5006988257418,15.5504921873572,16.4159217968962,NA,NA,NA,NA,16.7656760161122,16.6090671778041,14.5518992787143,NA,NA,NA,NA,NA,NA,15.2553034024276,16.5601968287143,15.6097391514029,-0.146998093456553,1
"2643","sp|Q9BZE4|GTPB4_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2644","sp|P49736|MCM2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2645","sp|Q9Y5P4|CERT_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18.2310065270983,17.9819721357921,19.1707363723659,17.7265559187659,NA,NA,18.8584913816058,16.2150011050839,17.3191285738021,16.5591114605632,17.7144804463624,NA,18.2495612617775,16.8595412165719,17.9702574182244,17.8521834117592,17.8774164320261,17.4047135816961,NA,18.5515741440995,17.7412850053211,NA,NA,NA,17.7789672425594,17.0268847626386,NA,17.7254353605236,NA,16.4040278921199,NA,NA,NA,NA,NA,16.2289653946026,18.0293666075258,17.1338995729958,-0.8801436291144,0.0474711437930402
"2646","sp|Q9Y3U8|RL36_HUMAN",2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1221188054616,16.7184344098428,17.1360504832067,17.1066291851248,18.8217218290469,NA,16.8546048404638,15.6607647384976,NA,14.8927230474062,16.4389141399663,17.3957811236314,16.665232086489,17.5160460121473,NA,16.7451312155728,NA,NA,NA,16.6410633385711,17.5074573980681,16.1168061020067,NA,NA,15.9982274627292,17.4301750773472,17.4032309351389,16.081911539429,15.8306897399399,17.2036393575755,16.2821764301028,16.4677978456631,NA,15.5712371339168,16.1231504221429,NA,NA,16.1224515025577,-0.503925105777008,0.392888131385736
"2647","sp|Q12996|CSTF3_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2648","sp|Q99856|ARI3A_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2649","sp|P39059|COFA1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9016893840287,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4428952367888,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.816522960928,NA,NA,NA,15.611385656543,NA,NA,NA,17.4124920305998,NA,NA,NA,16.1573994405481,NA,NA,0.976583858301408
"2650","sp|P02652|APOA2_HUMAN",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,17.8463149298154,17.7898733922483,NA,17.393984139704,18.1208213124037,NA,18.2458041012948,NA,17.6751116628675,17.5237295573227,16.6029651417686,16.7977150940308,17.770790791544,17.9346895491716,NA,17.6985153792959,NA,16.9228649614072,17.2208714111272,17.442588721685,17.7089337933376,16.9178647980237,16.3737560992435,NA,17.5059179816206,17.1025906789521,16.8594442753946,17.6574623490016,17.0703825140865,16.637732468286,16.1466657218784,NA,18.6843314078096,NA,16.454426378607,NA,16.9825208257302,NA,-0.0110152226890003,0.658033475843439
"2651","sp|Q7Z2K6|ERMP1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2652","sp|Q8TBX8|PI42C_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2653","sp|Q8WUP2|FBLI1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,15.8753459604159,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8514733377544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2162526889348,NA,15.3669454031262,NA,16.1042303754211,NA,NA,1
"2654","sp|Q99523|SORT_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1303496493015,NA,NA,1
"2655","sp|Q7Z3D6|GLUCM_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2656","sp|Q14767|LTBP2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2657","sp|Q9BUB7|TMM70_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5190749326468,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8155231451893,NA,17.0378386206678,NA,NA,NA,NA,NA,15.4703360361973,NA,NA,NA,NA,NA,15.2956233089857,NA,NA,1
"2658","sp|P61081|UBC12_HUMAN",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,18.9185928463414,16.6968367489099,17.4862418929278,16.1682163077332,19.1857642380875,16.2984519439956,18.2867053877295,NA,16.9800376881678,15.6987808901829,16.7879378766315,14.8826989259677,16.4115465716676,NA,16.0022449787036,15.2319269024346,17.3421463042821,15.7578592673254,18.3523435823463,17.1528921431172,17.858232810785,16.124625189458,15.6488535636132,15.1320944167704,NA,15.4118432886299,NA,NA,16.8077772732063,NA,15.0614327944904,NA,17.200158662556,NA,17.0337524917007,NA,18.3302467597962,16.689216290782,-1.33899837900088,0.00999546759718987
"2659","sp|Q9H9J2|RM44_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2660","sp|Q96KR1|ZFR_HUMAN",2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,17.743094906214,15.5583809501128,16.2158495783286,15.9186012313178,18.2234915122249,NA,17.679515218036,NA,16.0924363136841,NA,15.5770522902589,15.3215860482675,15.702100159107,NA,15.0638041520508,15.5668737076179,14.8649889234644,13.9623980956745,16.075711655019,NA,16.759925752916,14.7036375844626,16.540019487199,NA,15.6594479789018,16.0240897391772,14.9764298713526,15.816619454744,15.1846746964307,NA,15.2663777240615,NA,NA,NA,15.5346527519443,NA,16.5555909080632,14.9700564454558,-0.779482075866478,0.101940968499364
"2661","sp|O75351|VPS4B_HUMAN",1,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,1,1,18.5107511122845,17.6889755046131,17.5666958102408,17.2886217121357,16.8058667780859,16.0232973755327,17.5667062885138,15.0415188447752,17.5959656282234,17.0636296476344,17.3469412254352,16.3392003794977,17.4672114869318,16.4637682927641,17.085656581096,17.7630431613657,17.2525132651831,16.1618288465849,16.9791128768243,17.8381979019068,16.4568444823697,17.0832069264443,16.0396017336524,17.327481419781,NA,NA,16.8874618458643,16.8505730302309,16.4962043560745,NA,NA,16.1835533902136,17.2647432220048,15.7825444808134,16.3600967425223,15.4192873775927,17.3547162501033,16.4726856042605,-0.485039752309611,0.222397522815428
"2662","sp|P07093|GDN_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,17.991001268574,NA,16.7629411356119,19.6392755541232,16.651782582523,19.9972122212164,NA,17.1910911279444,17.2084923404875,17.1849371193614,17.7646290483382,17.8909808621152,16.664297134893,16.9007050427669,17.5662144707854,17.369586015544,18.0271910683113,NA,18.7731689942004,17.7008241968282,17.3013482882957,NA,NA,17.5370318775511,17.3727245475844,16.6660458744577,16.3307864850176,15.5658080762427,15.989791177571,NA,18.7839790712821,16.2500785322942,18.4460576074967,17.1785716843167,16.8608183147808,NA,NA,-0.0611368509202146,0.916579599273857
"2663","sp|Q9UNS2|CSN3_HUMAN",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7362604085516,NA,NA,NA,NA,NA,15.8304312750978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7156759639084,NA,NA,16.2590861568148,NA,NA,NA,NA,NA,NA,16.0678309465378,NA,NA,16.1055891607633,-0.40521198973485,0.973919883507398
"2664","sp|Q9Y696|CLIC4_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2665","sp|P30511|HLAF_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8283378364057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3963095965036,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5679717600979,0.445390350211638
"2666","sp|P78330|SERB_HUMAN",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8456253891399,NA,NA,NA,19.7343256157413,NA,NA,NA,NA,NA,NA,NA,16.0588407141224,NA,NA,NA,NA,NA,18.3995136751859,NA,19.2705257486683,NA,18.5159621898074,NA,17.4286702160888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498015520382911
"2667","sp|Q9NZP8|C1RL_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8116388523168,NA,16.1470301831899,NA,17.6897433950478,NA,16.7821424552284,NA,NA,NA,16.1336170641854,NA,NA,15.2238554069395,15.1737766694596,NA,15.4336532451809,15.4618266499216,NA,16.2916353193919,16.7982049669496,NA,NA,16.6839299699125,16.5038398655575,15.2697980366645,NA,14.7063033652639,14.6457625557511,NA,NA,NA,NA,15.738796330759,16.4384278522781,14.9363904146027,NA,NA,-0.693463709240332,0.261418175345697
"2668","sp|P14621|ACYP2_HUMAN",NA,1,NA,NA,NA,NA,2,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16.8872083565075,NA,NA,NA,15.6335305438933,19.4043126238439,NA,NA,16.8442291020783,16.2775024514525,16.5514146286426,15.4057913141741,NA,16.0439423525644,NA,NA,15.4831998306121,NA,16.5881139243203,NA,NA,NA,15.1441507569746,16.292100329247,16.2033229559734,NA,NA,NA,NA,NA,16.4672602132984,NA,16.0637470744741,NA,NA,17.0743339361119,NA,-0.563046095888173,0.549972297223707
"2669","sp|Q9UKU0|ACSL6_HUMAN",NA,NA,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,2,NA,2,NA,1,1,2,NA,1,NA,1,NA,1,NA,2,NA,NA,NA,2,15.623400854459,NA,19.008295250874,19.0415067597807,16.8698249084718,18.9261164344269,20.0331319197643,16.8775574651672,18.9366258915746,17.6254847599427,16.9662193944758,NA,16.9419398420011,19.0541196924874,16.0571365185764,15.9418461052549,16.8426203078047,NA,13.6826182843073,19.4238886282893,16.1484656586475,18.3725088218957,15.8418869033911,18.2578796704163,17.0640325450692,18.8724473673579,16.8883075592182,18.7499510453296,14.4633193723808,17.1378449971021,NA,17.5344459865949,14.5985515397864,18.7679407227535,16.5977002185064,16.562704075977,NA,18.814520257854,1.50113138210211,0.0161570059823299
"2670","sp|Q99614|TTC1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2671","sp|Q86Y39|NDUAB_HUMAN",NA,1,1,NA,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,1,NA,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,18.4659547017723,18.3088163265787,17.9920918185607,18.0041880356055,18.3905599466718,16.7754387293466,18.1271185591535,16.1541468307878,16.6152020062332,17.2385684775623,17.9026397892252,17.2824404384963,17.8666319571884,17.7325968015469,NA,17.2751542230295,17.0042536096435,17.3738356083178,NA,18.3483608906386,17.3851558071016,17.3827125037543,16.9652825227587,17.2945381878461,17.6595559895149,17.4999340757229,17.0949544578319,17.528987346016,15.965984670103,16.7619271017288,16.0852419365385,17.2150808543736,NA,17.3417868713733,NA,16.5302325740631,17.6056846685069,17.3853841017886,-0.0697824094618505,0.568942970474291
"2672","sp|P51608|MECP2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2673","sp|P13671|CO6_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1066095573886,17.1074756837828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0008661263942,0.627938122439251
